INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
3720-16-9,CASRN,DTXSID80863256,"2-Cyclohexen-1-one, 3-methyl-5-propyl-",3720-16-9,URQMEZRQHLCJKR-UHFFFAOYSA-N,CCCC1CC(C)=CC(=O)C1,"InChI=1/C10H16O/c1-3-4-9-5-8(2)6-10(11)7-9/h6,9H,3-5,7H2,1-2H3
",DTXCID30811904
75-57-0,CASRN,DTXSID6021749,Tetramethylammonium chloride,75-57-0,OKIZCWYLBDKLSU-UHFFFAOYSA-M,[Cl-].C[N+](C)(C)C,"InChI=1S/C4H12N.ClH/c1-5(2,3)4;/h1-4H3;1H/q+1;/p-1
",DTXCID301749
874819-71-3,CASRN,DTXSID40470389,(2-Nitrophenyl)-phosphoric triamide,874819-71-3,GDPVISFVPDYFPN-UHFFFAOYSA-N,NP(N)(=O)NC1=CC=CC=C1[N+]([O-])=O,"InChI=1S/C6H9N4O3P/c7-14(8,13)9-5-3-1-2-4-6(5)10(11)12/h1-4H,(H5,7,8,9,13)
",DTXCID10421207
97-59-6,CASRN,DTXSID3020043,Allantoin,97-59-6,POJWUDADGALRAB-UHFFFAOYSA-N,NC(=O)NC1NC(=O)NC1=O,"InChI=1/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)
",DTXCID0043
64741-50-0,CASRN,DTXSID3028136,"Distillates, petroleum, light paraffinic",64741-50-0,N/A,N/A,N/A,N/A
109-43-3,CASRN,DTXSID1041847,Dibutyl decanedioate,109-43-3,PYGXAGIECVVIOZ-UHFFFAOYSA-N,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,"InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3
",DTXCID9021847
195262-41-0,CASRN,DTXSID001062966,"Alcohols, C16-17-branched",195262-41-0,N/A,N/A,N/A,N/A
26266-58-0,CASRN,DTXSID6027892,Sorbitan trioleate,26266-58-0,N/A,N/A,N/A,N/A
434-03-7,CASRN,DTXSID2023016,Ethisterone,434-03-7,CHNXZKVNWQUJIB-CEGNMAFCSA-N,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C21H28O2/c1-4-21(23)12-9-18-16-6-5-14-13-15(22)7-10-19(14,2)17(16)8-11-20(18,21)3/h1,13,16-18,23H,5-12H2,2-3H3/t16-,17+,18+,19+,20+,21+/m1/s1
",DTXCID003016
93165-40-3,CASRN,DTXSID501042333,"FERULA GALBANIFLUA, EXT.",93165-40-3,N/A,N/A,N/A,N/A
22464-99-9,CASRN,DTXSID9027819,"Hexanoic acid, 2-ethyl-, zirconium salt (1:?)",22464-99-9,N/A,N/A,N/A,N/A
102242-48-8,CASRN,DTXSID101068886,"Alcohols, C6-24 and C6-24-unsatd., distn. residues",102242-48-8,N/A,N/A,N/A,N/A
93572-36-2,CASRN,DTXSID901027333,"Hydrocarbons, C5-11, nonaroms.-rich, reforming light fraction",93572-36-2,N/A,N/A,N/A,N/A
68526-52-3,CASRN,DTXSID4028676,C6 alkenes,68526-52-3,N/A,N/A,N/A,N/A
74149-72-7,CASRN,DTXSID10551210,Methyl 4-[4-(4-methoxybenzamido)-3-nitrophenyl]-3-methyl-4-oxobutanoate,74149-72-7,BVRUHPOPLACNJO-UHFFFAOYSA-N,COC(=O)CC(C)C(=O)C1=CC(=C(NC(=O)C2=CC=C(OC)C=C2)C=C1)[N+]([O-])=O,"InChI=1/C20H20N2O7/c1-12(10-18(23)29-3)19(24)14-6-9-16(17(11-14)22(26)27)21-20(25)13-4-7-15(28-2)8-5-13/h4-9,11-12H,10H2,1-3H3,(H,21,25)
",DTXCID10941495
7631-95-0,CASRN,DTXSID2052788,Sodium molybdate (Na2MoO4),7631-95-0,ZRHUTIVLUJFNEX-UHFFFAOYSA-N,[O--].[O--].[O--].[O--].[Na+].[Na+].[Mo+6],"InChI=1S/Mo.2Na.4O/q+6;2*+1;4*-2
",DTXCID001764760
107-98-2,CASRN,DTXSID8024284,1-Methoxy-2-propanol,107-98-2,ARXJGSRGQADJSQ-UHFFFAOYSA-N,COCC(C)O,"InChI=1/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3
",DTXCID804284
85085-18-3,CASRN,DTXSID30234174,"Silicate(2-), hexafluoro-, disodium, reaction products with lithium magnesium sodium silicate",85085-18-3,N/A,N/A,N/A,N/A
980-26-7,CASRN,DTXSID2052655,C.I. Pigment Red 122,980-26-7,TXWSZJSDZKWQAU-UHFFFAOYSA-N,CC1=CC2=C(NC3=CC4=C(NC5=CC=C(C)C=C5C4=O)C=C3C2=O)C=C1,"InChI=1S/C22H16N2O2/c1-11-3-5-17-13(7-11)21(25)15-9-20-16(10-19(15)23-17)22(26)14-8-12(2)4-6-18(14)24-20/h3-10H,1-2H3,(H,23,25)(H,24,26)
",DTXCID9031228
70024-69-0,CASRN,DTXSID3028972,"Benzenesulfonic acid, mono-C16-24-alkyl derivs., calcium salts",70024-69-0,N/A,N/A,N/A,N/A
92128-65-9,CASRN,DTXSID601036599,"Hydrocarbons, C5-8",92128-65-9,N/A,N/A,N/A,N/A
18637-00-8,CASRN,DTXSID00486481,2-Ethoxybenzamidine hydrochloride,18637-00-8,NGMHLSBQVIXGNZ-UHFFFAOYSA-N,Cl.CCOC1=CC=CC=C1C(N)=N,"InChI=1S/C9H12N2O.ClH/c1-2-12-8-6-4-3-5-7(8)9(10)11;/h3-6H,2H2,1H3,(H3,10,11);1H
",DTXCID00437291
96383-55-0,CASRN,DTXSID50893560,((Perfluorohexyl)ethyl)-2-chloropropenoate,96383-55-0,HIRPFUWZIZCTAN-UHFFFAOYSA-N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C(Cl)=C,"InChI=1S/C11H6ClF13O2/c1-4(12)5(26)27-3-2-6(13,14)7(15,16)8(17,18)9(19,20)10(21,22)11(23,24)25/h1-3H2
",DTXCID701323587
24863-70-5,CASRN,DTXSID10179574,"1-Cyclopentene-1-acetic acid, 3-oxo-2-pentyl-, methyl ester",24863-70-5,GJYFXPRHTPSOMM-UHFFFAOYSA-N,CCCCCC1=C(CC(=O)OC)CCC1=O,"InChI=1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h3-9H2,1-2H3
",DTXCID70102065
599-64-4,CASRN,DTXSID3022536,4-Cumylphenol,599-64-4,QBDSZLJBMIMQRS-UHFFFAOYSA-N,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,"InChI=1S/C15H16O/c1-15(2,12-6-4-3-5-7-12)13-8-10-14(16)11-9-13/h3-11,16H,1-2H3
",DTXCID502536
1432505-97-9,CASRN,DTXSID401035957,Methyl 2-[(4-methylbenzene-1-sulfonyl)oxy]benzoate,1432505-97-9,BHUYDZDOMFVDRA-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1OS(=O)(=O)C1=CC=C(C)C=C1,"InChI=1S/C15H14O5S/c1-11-7-9-12(10-8-11)21(17,18)20-14-6-4-3-5-13(14)15(16)19-2/h3-10H,1-2H3
",DTXCID701520200
68527-23-1,CASRN,DTXSID7029459,"Naphtha, petroleum, light steam-cracked arom.",68527-23-1,N/A,N/A,N/A,N/A
9026-97-5,CASRN,DTXSID301065438,2-Deoxyribose 5-phosphate aldolase,9026-97-5,N/A,N/A,N/A,N/A
59130-69-7,CASRN,DTXSID20866741,"Hexanoic acid, 2-ethyl-, hexadecyl ester",59130-69-7,XJNUECKWDBNFJV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,"InChI=1/C24H48O2/c1-4-7-9-10-11-12-13-14-15-16-17-18-19-20-22-26-24(25)23(6-3)21-8-5-2/h23H,4-22H2,1-3H3
",DTXCID50814997
68551-17-7,CASRN,DTXSID8028713,C10-13-isoalkanes,68551-17-7,N/A,N/A,N/A,N/A
5945-33-5,CASRN,DTXSID8052720,"2,2-Bis[4-[bis(phenoxy)phosphoryloxy]phenyl]propane",5945-33-5,BQPNUOYXSVUVMY-UHFFFAOYSA-N,CC(C)(C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,"InChI=1S/C39H34O8P2/c1-39(2,31-23-27-37(28-24-31)46-48(40,42-33-15-7-3-8-16-33)43-34-17-9-4-10-18-34)32-25-29-38(30-26-32)47-49(41,44-35-19-11-5-12-20-35)45-36-21-13-6-14-22-36/h3-30H,1-2H3
",DTXCID6031332
736-30-1,CASRN,DTXSID2061066,"Benzene, 1,1'-(1,2-ethanediyl)bis[4-nitro-",736-30-1,BSNKHEKTRWNNAC-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(CCC2=CC=C(C=C2)[N+]([O-])=O)C=C1,"InChI=1S/C14H12N2O4/c17-15(18)13-7-3-11(4-8-13)1-2-12-5-9-14(10-6-12)16(19)20/h3-10H,1-2H2
",DTXCID2047567
70879-65-1,CASRN,DTXSID901009644,"2-Naphthalenol, 1-[2-[4-(2-phenyldiazenyl)phenyl]diazenyl]-, ar',ar''-Me derivs.",70879-65-1,N/A,N/A,N/A,N/A
20592-85-2,CASRN,DTXSID4027812,"P,P',P''-[Nitrilotris(methylene)]tris-phosphonic acid sodium salt (1:x)",20592-85-2,N/A,N/A,N/A,N/A
78620-07-2,CASRN,DTXSID30890390,"Acetic acid, 2-hydroxy-2-phosphono-, sodium salt (1:3)",78620-07-2,PLVJYSAWBBKJQL-UHFFFAOYSA-K,[Na+].[Na+].[Na+].[O-]OP([O-])(=O)CC([O-])=O,"InChI=1S/C2H5O6P.3Na/c3-2(4)1-9(6,7)8-5;;;/h5H,1H2,(H,3,4)(H,6,7);;;/q;3*+1/p-3
",DTXCID801079367
117646-83-0,CASRN,DTXSID30404931,Di(ethylene glycol) 2-ethylhexyl ether acrylate,117646-83-0,XNMJQRPYVCIXGZ-UHFFFAOYSA-N,CCCCC(CC)COCCOCCOC(=O)C=C,"InChI=1S/C15H28O4/c1-4-7-8-14(5-2)13-18-10-9-17-11-12-19-15(16)6-3/h6,14H,3-5,7-13H2,1-2H3
",DTXCID60355785
191358-81-3,CASRN,DTXSID801012953,"Formaldehyde, reaction products with 5,12-dihydroquino[2,3-b]acridine-7,14-dione and 3,5-dimethyl-1H-pyrazole, sulfonated",191358-81-3,N/A,N/A,N/A,N/A
142-17-6,CASRN,DTXSID3059713,Calcium oleate,142-17-6,ZCZLQYAECBEUBH-CVBJKYQLSA-L,[Ca++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O,"InChI=1S/2C18H34O2.Ca/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;
",DTXCID201473943
68037-01-4,CASRN,DTXSID60895035,"1-Decene, homopolymer, hydrogenated",68037-01-4,N/A,N/A,N/A,N/A
13052-09-0,CASRN,DTXSID90864350,"2,5-Dimethyl-2,5-bis(2-ethylhexanoylperoxy)hexane",13052-09-0,JUIBLDFFVYKUAC-UHFFFAOYSA-N,CCCCC(CC)C(=O)OOC(C)(C)CCC(C)(C)OOC(=O)C(CC)CCCC,"InChI=1/C24H46O6/c1-9-13-15-19(11-3)21(25)27-29-23(5,6)17-18-24(7,8)30-28-22(26)20(12-4)16-14-10-2/h19-20H,9-18H2,1-8H3
",DTXCID80812880
68514-79-4,CASRN,DTXSID6028656,"Petroleum products, hydrofiner-powerformer reformates",68514-79-4,N/A,N/A,N/A,N/A
130841-23-5,CASRN,DTXSID60591520,"1,4-Dichloro-2-(1,1,2,3,3,3-hexafluoropropoxy)-5-nitrobenzene",130841-23-5,WDTRKHSHZIJORU-UHFFFAOYSA-N,[O-][N+](=O)C1=CC(Cl)=C(OC(F)(F)C(F)C(F)(F)F)C=C1Cl,"InChI=1S/C9H3Cl2F6NO3/c10-3-2-6(4(11)1-5(3)18(19)20)21-9(16,17)7(12)8(13,14)15/h1-2,7H
",DTXCID10542284
93-68-5,CASRN,DTXSID3026562,N-(2-Methylphenyl)-3-oxobutanamide,93-68-5,TVZIWRMELPWPPR-UHFFFAOYSA-N,CC(=O)CC(=O)NC1=C(C)C=CC=C1,"InChI=1S/C11H13NO2/c1-8-5-3-4-6-10(8)12-11(14)7-9(2)13/h3-6H,7H2,1-2H3,(H,12,14)
",DTXCID206562
84-74-2,CASRN,DTXSID2021781,"Dibutyl 1,2-benzenedicarboxylate",84-74-2,DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3
",DTXCID301781
14402-88-1,CASRN,DTXSID60893253,Sodium [(ethylenedinitrilo)tetraacetato]magnesate,14402-88-1,AWNVVAMWLMUZOZ-UHFFFAOYSA-J,[Na+].[Na+].[Mg++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,"InChI=1S/C10H16N2O8.Mg.2Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;/q;+2;2*+1/p-4
",DTXCID001323186
59-42-7,CASRN,DTXSID9023465,Phenylephrine,59-42-7,SONNWYBIRXJNDC-VIFPVBQESA-N,CNC[C@H](O)C1=CC=CC(O)=C1,"InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3/t9-/m0/s1
",DTXCID903465
68551-44-0,CASRN,DTXSID7099476,"Fatty acids, C6-19-branched, zinc salts",68551-44-0,N/A,N/A,N/A,N/A
1313-97-9,CASRN,DTXSID2051479,Neodymium oxide,1313-97-9,HBPPDPSYLUIKHU-UHFFFAOYSA-N,O=[Nd]O[Nd]=O,"InChI=1S/2Nd.3O
",DTXCID3030210
1190402-12-0,CASRN,DTXSID701035720,"Fatty acids, C16-18 (even numbered) and C18-unsatd., adipic acid esters with pentaerythritol",1190402-12-0,N/A,N/A,N/A,N/A
125643-61-0,CASRN,DTXSID7044211,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, C7-9-branched alkyl esters",125643-61-0,N/A,N/A,N/A,N/A
105-75-9,CASRN,DTXSID7021865,Dibutyl (2E)-but-2-enedioate,105-75-9,JBSLOWBPDRZSMB-BQYQJAHWSA-N,CCCCOC(=O)\C=C\C(=O)OCCCC,"InChI=1S/C12H20O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h7-8H,3-6,9-10H2,1-2H3/b8-7+
",DTXCID501865
1149346-12-2,CASRN,DTXSID601335212,"Esterification products of 2,2'-(oxydimethanediyl)bis[2-(hydroxymethyl)propane-1,3-diol] and heptanoic acid and pentanoic acid and 3,5,5-trimethylhexanoic acid",1149346-12-2,N/A,N/A,N/A,N/A
24088-77-5,CASRN,DTXSID00468388,"7-Methyl-2H-1,3-benzoxazine-2,4(3H)-dione",24088-77-5,HQUVXRFXGBZDNB-UHFFFAOYSA-N,CC1=CC2=C(C=C1)C(=O)NC(=O)O2,"InChI=1S/C9H7NO3/c1-5-2-3-6-7(4-5)13-9(12)10-8(6)11/h2-4H,1H3,(H,10,11,12)
",DTXCID30419207
1638-86-4,CASRN,DTXSID8061840,Diethyl phenylphosphonite,1638-86-4,RVDJLKVICMLVJQ-UHFFFAOYSA-N,CCOP(OCC)C1=CC=CC=C1,"InChI=1S/C10H15O2P/c1-3-11-13(12-4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3
",DTXCID4035259
4273-92-1,CASRN,DTXSID8063385,"2-Naphthalenecarboxamide, N-(4-chloro-2,5-dimethoxyphenyl)-3-hydroxy-",4273-92-1,QIHKTBRNOLQDGQ-UHFFFAOYSA-N,COC1=CC(NC(=O)C2=C(O)C=C3C=CC=CC3=C2)=C(OC)C=C1Cl,"InChI=1S/C19H16ClNO4/c1-24-17-10-15(18(25-2)9-14(17)20)21-19(23)13-7-11-5-3-4-6-12(11)8-16(13)22/h3-10,22H,1-2H3,(H,21,23)
",DTXCID3040148
129332-29-2,CASRN,DTXSID801035854,"Fluvastatin t-butyl ester, (+/-)-",129332-29-2,USGKHYXJISAYPE-QCVTZSIDNA-N,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(=O)OC(C)(C)C)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,"InChI=1/C28H34FNO4/c1-18(2)30-24-9-7-6-8-23(24)27(19-10-12-20(29)13-11-19)25(30)15-14-21(31)16-22(32)17-26(33)34-28(3,4)5/h6-15,18,21-22,31-32H,16-17H2,1-5H3/b15-14+/t21-,22-/s2
",DTXCID401520118
68440-56-2,CASRN,DTXSID7098408,"Resin acids and Rosin acids, magnesium salts",68440-56-2,N/A,N/A,N/A,N/A
10361-43-0,CASRN,DTXSID1065053,Bismuth hydroxide (Bi(OH)3),10361-43-0,TZSXPYWRDWEXHG-UHFFFAOYSA-K,O[Bi](O)O,"InChI=1S/Bi.3H2O/h;3*1H2/q+3;;;/p-3
",DTXCID0032819
3598-16-1,CASRN,DTXSID8063096,Sodium phenoxyacetate,3598-16-1,WPTJBFNYRRZIDZ-UHFFFAOYSA-M,[Na+].[O-]C(=O)COC1=CC=CC=C1,"InChI=1S/C8H8O3.Na/c9-8(10)6-11-7-4-2-1-3-5-7;/h1-5H,6H2,(H,9,10);/q;+1/p-1
",DTXCID7039121
40573-09-9,CASRN,DTXSID60896481,Hexafluoro-1-trifluoromethoxy-3-trifluorovinyloxypropane,40573-09-9,ZWWNWGPNBZIACR-UHFFFAOYSA-N,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,"InChI=1S/C6F12O2/c7-1(8)2(9)19-4(12,13)3(10,11)5(14,15)20-6(16,17)18
",DTXCID101325973
91051-53-5,CASRN,DTXSID801036569,"Fatty acids, safflower-oil, Et esters",91051-53-5,N/A,N/A,N/A,N/A
1471315-26-0,CASRN,DTXSID301035978,"Fatty acids, C16-18, aluminum salts",1471315-26-0,N/A,N/A,N/A,N/A
118-82-1,CASRN,DTXSID7022411,"4,4'-Methylenebis(2,6-di-t-butylphenol)",118-82-1,MDWVSAYEQPLWMX-UHFFFAOYSA-N,CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,"InChI=1S/C29H44O2/c1-26(2,3)20-14-18(15-21(24(20)30)27(4,5)6)13-19-16-22(28(7,8)9)25(31)23(17-19)29(10,11)12/h14-17,30-31H,13H2,1-12H3
",DTXCID702411
24304-00-5,CASRN,DTXSID8066977,Aluminum nitride (AlN),24304-00-5,PIGFYZPCRLYGLF-UHFFFAOYSA-N,N#[Al],"InChI=1S/Al.N
",DTXCID7037056
98-53-3,CASRN,DTXSID7044394,4-tert-Butylcyclohexanone,98-53-3,YKFKEYKJGVSEIX-UHFFFAOYSA-N,CC(C)(C)C1CCC(=O)CC1,"InChI=1S/C10H18O/c1-10(2,3)8-4-6-9(11)7-5-8/h8H,4-7H2,1-3H3
",DTXCID5024394
91-96-3,CASRN,DTXSID5059034,"Butanamide, N,N'-(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis[3-oxo-",91-96-3,CRRLDLPBQWRVGN-UHFFFAOYSA-N,CC(=O)CC(=O)NC1=CC=C(C=C1C)C1=CC(C)=C(NC(=O)CC(C)=O)C=C1,"InChI=1S/C22H24N2O4/c1-13-9-17(5-7-19(13)23-21(27)11-15(3)25)18-6-8-20(14(2)10-18)24-22(28)12-16(4)26/h5-10H,11-12H2,1-4H3,(H,23,27)(H,24,28)
",DTXCID9048726
1119-40-0,CASRN,DTXSID3025122,Dimethyl glutarate,1119-40-0,XTDYIOOONNVFMA-UHFFFAOYSA-N,COC(=O)CCCC(=O)OC,"InChI=1S/C7H12O4/c1-10-6(8)4-3-5-7(9)11-2/h3-5H2,1-2H3
",DTXCID105122
92045-52-8,CASRN,DTXSID401020344,"Naphtha (petroleum), hydrodesulfurized full-range",92045-52-8,N/A,N/A,N/A,N/A
07-11-4355,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68526-57-8,CASRN,DTXSID8028680,"Alkenes, C10-12, C11-rich",68526-57-8,N/A,N/A,N/A,N/A
106990-43-6,CASRN,DTXSID9047122,"1,5,8,12-Tetrakis[4,6-bis(N-butyl-N-1,2,2,6,6-pentamethyl-4-piperidylamino)-1,3,5-triazin-2-yl]-1,5,8,12-tetraazadodecane",106990-43-6,OWXXKGVQBCBSFJ-UHFFFAOYSA-N,CCCCN(C1CC(C)(C)N(C)C(C)(C)C1)C1=NC(=NC(NCCCN(CCN(CCCNC2=NC(=NC(=N2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)C2=NC(=NC(=N2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)C2=NC(=NC(=N2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)=N1)N(CCCC)C1CC(C)(C)N(C)C(C)(C)C1,"InChI=1S/C132H250N32/c1-49-57-71-157(97-81-117(9,10)147(41)118(11,12)82-97)109-135-105(136-110(143-109)158(72-58-50-2)98-83-119(13,14)148(42)120(15,16)84-98)133-67-65-69-155(107-139-113(161(75-61-53-5)101-89-125(25,26)151(45)126(27,28)90-101)145-114(140-107)162(76-62-54-6)102-91-127(29,30)152(46)128(31,32)92-102)79-80-156(108-141-115(163(77-63-55-7)103-93-129(33,34)153(47)130(35,36)94-103)146-116(142-108)164(78-64-56-8)104-95-131(37,38)154(48)132(39,40)96-104)70-66-68-134-106-137-111(159(73-59-51-3)99-85-121(17,18)149(43)122(19,20)86-99)144-112(138-106)160(74-60-52-4)100-87-123(21,22)150(44)124(23,24)88-100/h97-104H,49-96H2,1-48H3,(H,133,135,136,143)(H,134,137,138,144)
",DTXCID7027122
68526-56-7,CASRN,DTXSID7029455,"Alkenes, C9-​11, C10-​rich",68526-56-7,N/A,N/A,N/A,N/A
12411-64-2,CASRN,DTXSID40872768,Tetraammonium octamolybdate,12411-64-2,UZWYXNLRGMRHEW-UHFFFAOYSA-R,[NH4+].[NH4+].[NH4+].[NH4+].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].O=[Mo+4].O=[Mo+4].O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O,"InChI=1S/8Mo.4H3N.26O/h;;;;;;;;4*1H3;;;;;;;;;;;;;;;;;;;;;;;;;;/q6*+2;2*+4;;;;;;;;;;;;;;;;;;;12*-2/p+4
",DTXCID10820357
93924-10-8,CASRN,DTXSID6029834,"Alkenes, C20-24 alpha-",93924-10-8,N/A,N/A,N/A,N/A
147853-32-5,CASRN,DTXSID40106696,"Fatty acids, C18-unsatd., dimers, di-Me esters, hydrogenated",147853-32-5,N/A,N/A,N/A,N/A
26591-72-0,CASRN,DTXSID301014861,3-Methyl-1-vinylimidazolium methyl sulfate,26591-72-0,BZVFPIHTRLNAQA-UHFFFAOYSA-M,COS([O-])(=O)=O.C[N+]1=CN(C=C)C=C1,"InChI=1S/C6H9N2.CH4O4S/c1-3-8-5-4-7(2)6-8;1-5-6(2,3)4/h3-6H,1H2,2H3;1H3,(H,2,3,4)/q+1;/p-1
",DTXCID101372998
61007-89-4,CASRN,DTXSID801014985,"((2,2',2''-(Nitrilotris(2,1-ethanediyl(nitrilo-kn)methylidyne))tris(phenolato-ko))(3-))manganese",61007-89-4,SVVPTUPOKFOBJM-DTHMHWEJSA-K,[Mn+3].[O-]C1=CC=CC=C1\C=N\CCN(CC\N=C\C1=CC=CC=C1[O-])CC\N=C\C1=C([O-])C=CC=C1,"InChI=1S/C27H30N4O3.Mn/c32-25-10-4-1-7-22(25)19-28-13-16-31(17-14-29-20-23-8-2-5-11-26(23)33)18-15-30-21-24-9-3-6-12-27(24)34;/h1-12,19-21,32-34H,13-18H2;/q;+3/p-3/b28-19+,29-20+,30-21+;
",DTXCID201473317
546-46-3,CASRN,DTXSID90889427,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, zinc salt (2:3)",546-46-3,WGIWBXUNRXCYRA-UHFFFAOYSA-H,[Zn++].[Zn++].[Zn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"InChI=1S/2C6H8O7.3Zn/c2*7-3(8)1-6(13,5(11)12)2-4(9)10;;;/h2*13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;/q;;3*+2/p-6
",DTXCID401030440
25360-10-5,CASRN,DTXSID4027868,tert-Nonanethiol,25360-10-5,N/A,N/A,N/A,N/A
1190401-47-8,CASRN,DTXSID601044968,"Hexane, 1,6-diisocyanato, homopolymer, N-butyl-1-butanamine-blocked",1190401-47-8,N/A,N/A,N/A,N/A
69322-01-6,CASRN,DTXSID90989037,Sodium 4-[carboxy(hydroxy)methyl]phenolate,69322-01-6,HPQVZCCKGRTPLU-UHFFFAOYSA-M,[Na+].OC(C(O)=O)C1=CC=C([O-])C=C1,"InChI=1/C8H8O4.Na/c9-6-3-1-5(2-4-6)7(10)8(11)12;/h1-4,7,9-10H,(H,11,12);/q;+1/p-1
",DTXCID301416168
192389-48-3,CASRN,DTXSID10572304,Diethyl N-[3-(trimethoxysilyl)propyl]-L-aspartate,192389-48-3,VSNLCLFPPHBFLV-LBPRGKRZSA-N,CCOC(=O)C[C@H](NCCC[Si](OC)(OC)OC)C(=O)OCC,"InChI=1S/C14H29NO7Si/c1-6-21-13(16)11-12(14(17)22-7-2)15-9-8-10-23(18-3,19-4)20-5/h12,15H,6-11H2,1-5H3/t12-/m0/s1
",DTXCID90523076
382-28-5,CASRN,DTXSID7059933,Perfluoro(N-methylmorpholine),382-28-5,PQMAKJUXOOVROI-UHFFFAOYSA-N,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,"InChI=1S/C5F11NO/c6-1(7)3(10,11)18-4(12,13)2(8,9)17(1)5(14,15)16
",DTXCID8039455
68186-88-9,CASRN,DTXSID0097374,C.I. Pigment Brown 33,68186-88-9,N/A,N/A,N/A,N/A
66071-92-9,CASRN,DTXSID5028297,"Sulfite liquors and Cooking liquors, spent",66071-92-9,N/A,N/A,N/A,N/A
7758-16-9,CASRN,DTXSID7044261,Sodium pyrophosphate,7758-16-9,GYQBBRRVRKFJRG-UHFFFAOYSA-L,[Na+].[Na+].OP([O-])(=O)OP(O)([O-])=O,"InChI=1S/2Na.H4O7P2/c;;1-8(2,3)7-9(4,5)6/h;;(H2,1,2,3)(H2,4,5,6)/q2*+1;/p-2
",DTXCID408842
924626-15-3,CASRN,DTXSID101021317,Benzylidene dimethoxydimethylindanone,924626-15-3,N/A,N/A,N/A,N/A
