SMILES,Binary Activity
CN(C)C(CSC(N)=O)CSC(N)=O,1
CC1=C(C(=O)N(CO1)C(C)(C)C1=CC(Cl)=CC(Cl)=C1)C1=CC=CC=C1,1
CO[Si](CCCN=C=O)(OC)OC,1
CNCC1=CSC(=N1)C(C)C,1
CCCCCCCCN(CCO)CCO,1
CC(CN)CCCN,1
NC1=C(N)N(CCO)N=C1,1
CCOC1=CC=C(N)C=C1,1
ClC=CCl,1
NC#N,1
NCCCO,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
CC(O)COC(=O)OC1CC(C)CCC1C(C)C,1
CC(CN=C=O)CC(C)(C)CCN=C=O,1
CC(=O)OC(C=C)C#N,1
CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)N(C)C,1
CCCOCC(C)O,1
CC1=C(O)C=CC(Cl)=C1,1
OCC(CO)C1=CC=CC=C1,1
COC(=O)C(=CC1=CC=CC=C1)C(C)=O,1
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1
OP(O)(=O)CN(CCN(CP(O)(O)=O)CP(O)(O)=O)CCN(CP(O)(O)=O)CP(O)(O)=O,1
CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,1
COC(C)CO,1
COCCCO,1
CC1CN(CC(C)O1)C1CCCCCCCCCCC1,1
CC12CCC3C(CCC4CC5OC5CC34C)C1CC(N1CCCC1)C2=O,1
OC(=O)C1=CC(=CC=C1)S(=O)(=O)N=[N+]=[N-],1
CCCC[N+](CCCC)(CCCC)CC1=CC=C(C)C=C1,1
CC(C)(C)N=C=O,1
OS(=O)(=O)C1=C(C=CC2=C(C=C(NC3=NC(NC4=CC=CC=C4)=NC(=N3)N3CCOCC3)C=C2)S(O)(=O)=O)C=CC(NC2=NC(NC3=CC=CC=C3)=NC(=N2)N2CCOCC2)=C1,1
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,1
O=C1N(CC2CO2)C(=O)C2=C1C=CC=C2,1
CC=C1CC2CC1C=C2,1
O[N+]12CC[N+](F)(CC1)CC2,1
O=S1CCON=C1C1=CC2=CC=CC=C2S1,1
COC(C)(C)C,1
CCN(CC[N+]1=CC=CC=C1)C1=CC=C(N=NC2=CC=C(NC(=O)C3=CC=C(C=C3)N=NC3=CC=C(C=C3C)N(CC)CC[N+]3=CC=CC=C3)C=C2)C(C)=C1,1
CCOC(=O)CCN1C2=C(CC(CC2)NC(C)C2=CC=CC=C2)C2=CC=CC=C12,1
CCCC[N+](CCCC)(CCCC)CCCC,1
CCCCCCCCCCCC[N+](C)(C)[O-],1
OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=C(C=C5)S(O)(=O)=O)=NC(=N4)N(CCO)CCO)C=C3S(O)(=O)=O)C(=C2)S(O)(=O)=O)=NC(NC2=CC=C(C=C2)S(O)(=O)=O)=N1,1
CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,1
COC1=CC=C(CC2CC2)C=C1,1
CC(C)(C)OC(=O)C=C,1
CC1=CC=C(NC(=O)CCl)C=C1,1
CC(C)C(N)C(=O)OCC1=CC=CC=C1,1
OP(O)(=O)CCCl,1
COC1=C2OC3CC(=O)C=CC33CCN(C)CC(C=C1)=C23,1
OC(=O)C1=CC2=C(C=C1)C=C(O)C=C2,1
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,1
C=CC(=O)OCCOCCOCCOC(=O)C=C,1
CCCCN=C(O)CN1N(CCCC)N=NC1=S,1
OC1=C(I)C=C(C=C1I)C#N,1
CC(CCN=C=O)CC(C)(C)CN=C=O,1
OC(=O)C1=C(Cl)C=CC(Cl)=N1,1
OC(=O)C1=CC=C(C=C1)S(=O)(=O)NCN1N=NC2=CC=CC=C12,1
C1OCC=C1,1
CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C,1
CC1=CC=C(C=C1)C(=O)CCC(O)=O,1
CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1,1
CC(F)(Cl)Cl,1
NC1=NC(Cl)=C(NC=O)C(Cl)=N1,1
NC(=O)C1(N)CCCC1,1
NC1=NC(Cl)=C2N=CN(C3CC(CO)C=C3)C2=N1,1
COC(=O)C(CCN1C=NC2=C1N=C(N)N=C2Cl)C(=O)OC,1
OC(=O)C1=CC=C2C=CC=CC2=C1,1
CN(C)CCSSCCN(C)C,1
COC(=O)N(C(=O)N1COC2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1,1
CN(C)CCC#N,1
CN1C=CN=C1C,1
CN(C)C1=NC(NC2=CC=C(NC3=CC=C(C=C3)\N=N\C3=[N+](C)C=CN3C)C=C2)=NC(NC2=CC=C(NC3=CC=C(C=C3)\N=N\C3=[N+](C)C=CN3C)C=C2)=N1,1
ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl,1
OC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCCCCC=C,1
CC(C)(COCC1CO1)COCC1CO1,1
NC(=N)S(O)=O,1
CO[Si](CCCNCCN)(OC)OC,1
NC1CCC(CC2CCC(N)CC2)CC1,1
SC#N,1
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CN(C)CC(O)=O,1
CN(C1=C(C=CC2=[N+](CCCCS([O-])(=O)=O)C3=C(C4=C(C=CC=C4)C=C3)C2(C)C)C2=CC=CC=C2\C1=C/C=C1\N(CCCCS(O)(=O)=O)C2=C(C3=C(C=CC=C3)C=C2)C1(C)C)S(=O)(=O)C(F)(F)F,1
O=C1N(SC2CCCCC2)C(=O)C2=C1C=CC=C2,1
COCC1=C(C2=CC=C(F)C=C2)C(C=CC=O)=C(N=C1C(C)C)C(C)C,1
NNC1=CC=C(C=C1)S(N)(=O)=O,1
CC[SiH](Cl)Cl,1
CC(C)CC(C)(O)CCC(C)(O)CC(C)C,1
CN1CCCC1CC1=CNC2=C1C=C(C=CS(=O)(=O)C1=CC=CC=C1)C=C2,1
CNC(=O)C1=CC=C(NC2=NC(NC3=CC=C(C=CC4=CC=C(NC5=NC(NC)=NC(NC6=CC=C(C=C6)C(=O)NC)=N5)C=C4S(O)(=O)=O)C(=C3)S(O)(=O)=O)=NC(NC)=N2)C=C1,1
C1=CN2N=CC=CC2=N1,1
CCCCOP(=O)OCCCC,1
CCNCC(C)=C,1
[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1,1
ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,1
CC(CCCC(C)(C)O)C=C,1
OC(=O)CCCCCCCCCC(O)=O,1
CCCCOCNC(=O)C=C,1
OC(=O)CCCCC(O)=O,1
CC1=CC(C)=C(O)C(=C1)C(C)(C)C,1
[H]C12CCC(C)(C1(C)C)C1(C2)CCOC(O1)C(C)C,1
CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,1
ClC(=O)OC1=CC=CC=C1,1
CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,1
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,1
CON=C(C(=O)OC)C1=CC=CC=C1CCl,1
CCCCCCCCCCCCCCCCOP(O)(O)=O,1
C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1,1
CCNC1=NC(NC(C)C)=NC(Cl)=N1,1
NC1=C(Cl)C(Cl)=NC(C(O)=O)=C1Cl,1
CC(C)N(C(=O)CCl)C1=CC=CC=C1,1
COC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,1
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CS([O-])(=O)=O,1
CC(C)C(N1CCCNC1=O)C(O)=O,1
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,1
N#CNC#N,1
OCCCNCCO,1
NC1=CC(N)=C(C=C1)N=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=NC1=C(C=C2C=C(C(N=NC3=CC=CC=C3)=C(O)C2=C1N)S(O)(=O)=O)S(O)(=O)=O,1
OC(=O)CCCCCCCCC(O)=O,1
CC(=O)CC(C)=O,1
OC(=O)CN(CCCN(CC(O)=O)CC(O)=O)CC(O)=O,1
NC(=O)C(C1CCCCN1)C1=CC=CC=C1,1
CCC1=CC=CC=C1NN,1
CC1=C(N)C=C(C=C1)C(N)=O,1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,1
CC1CCC2C(C1)C(=O)OC2=O,1
CN(C)C=NC1=CC=C(Cl)C=C1C,1
CCCCCCCCCC=CCC1CC(=O)OC1=O,1
COCC(C)OCC(C)OCC(C)O,1
CC(O)CC(C)(C)C1=CC=CC=C1,1
CN1C(=O)ON(C1=O)C1=CC=C(Cl)C(Cl)=C1,1
ClC1=CC=CC=C1C=C,1
CCCCCCCCCCCCOS(O)(=O)=O,1
CCOC1=CC=CC=C1OCC,1
CCCC(=O)OCC=C,1
CCN(CC)C1=CC=C(N)C(C)=C1,1
NNCC1=CC=CC=C1,1
CNC(=O)CN(C)C1=NC(Cl)=NC(NC2=CC(N=NC3=C(C=C4C=C(C(N=NC5=C(C=CC(NC6=NC(=NC(Cl)=N6)N(C)CC(=O)NC)=C5)S(O)(=O)=O)=C(O)C4=C3N)S(O)(=O)=O)S(O)(=O)=O)=C(C=C2)S(O)(=O)=O)=N1,1
BrC(C=O)C=O,1
CCC(C)(CCCC(C)C)OC(C)=O,1
CN(CCC(N)C\C(O)=N\C1C=CC(OC1C(O)=O)N1C=CC(=N)N=C1O)C(N)=N,1
C[N+]1(CC#N)CCOCC1,1
CCC1=CC(CC)=C(N)C(C)=C1N,1
CCC1=CC(C)=C(N)C(CC)=C1N,1
CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,1
O=C1CCCCCN1,1
NC1=C(C=C2C=C(C=C(O)C2=C1N=NC1=C(C=C(NC2=NC(NCCOCCS(=O)(=O)C=C)=NC(F)=N2)C=C1)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,1
CCCCCCCCCCCCCCCCCCCCCCN(C)C,1
CC(O)=NC1=CC(NC2=NC(Cl)=NC(NC3=CC=C(C=C3)S(=O)(=O)CCOS(O)(=O)=O)=N2)=CC=C1N=NC1=CC2=C(C=CC=C2S(O)(=O)=O)C(=C1)S(O)(=O)=O,1
N#CSCSC1=NC2=CC=CC=C2S1,1
COP(=S)(OC1=CC(Cl)=C(Br)C=C1Cl)C1=CC=CC=C1,1
O=C1C2=CC=CC=C2C(=O)C2=C1C=CC1=C2NC2=C1C=CC1=C2C(=O)C2=C(C3=C(C=C2)C2=C(N3)C3=C(C=C2)C(=O)C2=CC=CC=C2C3=O)C1=O,1
CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,1
OC(C(O)=O)C1=CC=CC=C1,1
CCCSSCC=C,1
CN(C)CCN(C)CCO,1
CCSC(=O)N1CCCCCC1,1
CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,1
CC(C)(COC(=O)C=C)COC(=O)C=C,1
CCCCCCCCCCCCCCCCCC(O)=O,1
CCC(C)=NO[Si](ON=C(C)CC)(ON=C(C)CC)C=C,1
ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(Cl)=C1Cl,1
C=CN1CCCCCC1=O,1
C(OCC1CO1)C1CO1,1
CCNCC(C)C[Si](OC)(OC)OC,1
CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,1
CC1(C)OC2=CC=CC(O)=C2O1,1
CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC,1
CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,1
CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,1
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,1
CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,1
CCCCCCCCCCCCCCCCCCOCCC[N+](C)(C)C,1
OS(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,1
CC(C)CC(C)OC(=O)CC(C(=O)OC(C)CC(C)C)S(O)(=O)=O,1
OC1=CC2=C(C=CN2)C=C1,1
N#CCCN1C=CN=C1,1
OC(=O)C1=CC=C(Cl)S1,1
CC(=O)OCC1=C(OC(C)=O)C=CC(=C1)C(C)=O,1
CC1=CC(=C(O)C=C1)C(C)(C)C,1
CC1=CC=C(C)C(O)=C1C,1
CCN(CC)C1=CC(NC(C)=O)=C(C=C1)N=NC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C#N,1
CC1=C(O)C=CC(SC2=CC(C)=C(O)C=C2)=C1,1
O=C(C1=CC2=C(C=C1)C(=O)OC2=O)C1=CC2=C(C=C1)C(=O)OC2=O,1
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,1
C(CCOCC1CO1)COCC1CO1,1
O=C1OC(=O)C2=C1CCCC2,1
CCCCOCC1CO1,1
ClCC(Cl)C(Cl)=C,1
CC1=CC2=NC3=C(SC(=O)S3)N=C2C=C1,1
CCCCCCCCCCCCNC(N)=N,1
CN(C)CCOC(=O)C=C,1
OC(=O)CN(CP(O)(O)=O)CP(O)(O)=O,1
CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,1
CCCCCCCCCCCCCCCC(=O)NCC(O)=O,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1
CC(C)CN(CC(O)C(N)CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O,1
O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,1
CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,1
NC1=CC=C(N)C2=C1C(=O)C1=C(N)C=CC(N)=C1C2=O,1
OCCCCOC(=O)C=C,1
CO[SiH](OC)OC,1
NC1=CC=C(C=C1)S(=O)(=O)CCOS(O)(=O)=O,1
CN(C)\C=C(/Cl)C=[N+](C)C,1
CCCCCCOC(=O)C=C,1
CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2,1
CC(C)C(C)(C)C(C)(C)C(C)(C)S,1
COP(Cl)(=S)OC,1
CCOP(Cl)(=S)OCC,1
CO[Si](CCCOCC1CO1)(OC)OC,1
CC(C)COC(S)=S,1
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,1
CCSC(=O)COC1=C(C)C=C(Cl)C=C1,1
O=C=NC1=CC=CC=C1CC1=CC=CC=C1N=C=O,1
CC[N+](CC)(CC)C(C)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CC(CO)CCCC1=CC=CC=C1,1
NCC1CCCC(CN)C1,1
NC1=C(C=C(NC2=CC(=CC=C2)S(=O)(=O)CCOS(O)(=O)=O)C2=C1C(=O)C1=C(C=CC=C1)C2=O)S(O)(=O)=O,1
CC1=C(C=CC(O)=C1)[N+]([O-])=O,1
CCCCNC(=O)OC,1
CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,1
COC1=C(C=CC(=C1)C1=CC(OC)=C(C=C1)N=NC1=CC=C2C(=CC(=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O)N=NC1=CC=C2C(=CC(=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(N)C(C)C(O)C1(C)O,1
CCNC1=NC(OC)=NC(NC(C)CC)=N1,1
CNC(=O)OC1=C(C=CC=C1)C(C)C,1
ClS(=O)(=O)C1=CC=C(C=C)C=C1,1
O=C1NSC2=C1C=CC=C2,1
CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1
CCCCCCCCN1SC=CC1=O,1
CN1C=C[N+](C=C)=C1,1
CN(C)C(=O)C=C,1
OC1=C(C=C2C=CC=CC2=C1)C(=O)NC1=CC=C2NC(=O)NC2=C1,1
CCCCCCCCN1CCCC1=O,1
CCCCCCCCCCCCN1CCCC1=O,1
CN(CCCCCC(O)=O)S(=O)(=O)C1=CC=CC=C1,1
OS(=O)(=O)C1=CC=C(C=C)C=C1,1
ClC1=CC=CC=C1C=C(C#N)C#N,1
CCCCCOC(S)=S,1
CC1=CC=C(C=C1)S(=O)(=O)C(C)(C)C(=O)C1=CC=C(SC2=CC=C(C=C2)C(=O)C2=CC=CC=C2)C=C1,1
CCCCC(CC)CO[N+]([O-])=O,1
NC1=CC(CC2=C(O)C=CC(N)=C2)=C(O)C=C1,1
NC(=O)CCN(CCO)C1=NC(NC2=CC=CC=C2)=NC(NC2=CC(=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=CC=C5)=N4)N(CCO)CCC(N)=O)C=C3S(O)(=O)=O)C=C2)S(O)(=O)=O)=N1,1
OS(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S(O)(=O)=O)C=C1,1
NS(=O)(=O)C1=C(Cl)C=C(Cl)C(=C1)C(O)=O,1
CC(N=CO)C#N,1
CS(=O)(=O)C1=NN=C(S1)C(F)(F)F,1
CC(=C)C(=O)OCCCO,1
C(OC1=CC2=C(C=C1)C(OCC1CO1)=CC=C2)C1CO1,1
NC1=CC(N)=C(C=C1S(O)(=O)=O)N=NC1=CC=C(C=C1)S(=O)(=O)CCOS(O)(=O)=O,1
CO[Si](OC)(OC)C=C,1
CC(C)(N=C=O)C1=CC(=CC=C1)C(C)(C)N=C=O,1
CCCC1=CC(OC)=C(O)C=C1,1
COC(=O)C(C)O,1
C1CN2CCN1CC2,1
CCCCCCCCCC1=CC2=CC=CC=C2C(=C1CCCCCCCCC)S(O)(=O)=O,1
CCCOCCO,1
CCC(C)C1=C(OC(C)=O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1
CC(C)C1=CC=CC(C(C)C)=C1N=C=O,1
CC1=CNN=C1C,1
CC(CO)=CCC1CC=C(C)C1(C)C,1
CC1=C(O)C=C(N)C=C1,1
NC1=C(O)C=C(Cl)C=C1,1
CC1=CC=C(C=C1Cl)N=C=O,1
CC1(C)CC(N)CC(C)(CN)C1,1
C1CCC2OC2C1,1
CN(C)CCOC(=O)C(C)=C,1
C1CCCC1,1
N1C=CN=C1,1
N1C=NC=N1,1
C1=CN=CN=C1,1
ClN1C(=O)NC(=O)N(Cl)C1=O,1
CC(C)OCCCN,1
CC(C)=CCCC(C)(O)C#C,1
CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,1
ClC(=O)OCC=C,1
CC1=C(CO)N=CN1,1
ClC1OC(Cl)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1
CC1=NC(C)=C(Cl)C(O)=C1Cl,1
CCCC(O)OC(=O)C(C)=C,1
CC(C)(N)C#C,1
COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,1
CCOP(S)(=S)OCC,1
CCCCC(CC)COP(O)(=O)OCC(CC)CCCC,1
OC(=O)C=O,1
CC(C)CCCCCCCOC(=O)CC(C(=O)OCCCCCCCC(C)C)S(O)(=O)=O,1
OC(=O)C1=C2C(C=CC=C2C2=CC=CC3=CC=CC(C(O)=O)=C23)=CC=C1,1
CNP(=O)(OC)OC1=CC=C(C=C1Cl)C(C)(C)C,1
CCCOCC(C)OCC(C)O,1
CCCCCCCCCCCC(=O)NC(CCC(O)=O)C(O)=O,1
CC(C)(N=NC(C)(C)C(N)=N)C(N)=N,1
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1
CCCCCCCCCCCC(=O)N(C)C,1
CCCCCCCCC=CCCCCCCCC(N)=O,1
N1N=NN=C1C1=NN=NN1,1
CN(C)CCN(C)CCN(C)C,1
CC(O)C#CC(C)O,1
CN(C)CCOCCN(C)C,1
C[N+](C)(C)CC1CO1,1
N(C1=NNN=N1)C1=NNN=N1,1
CCC1(CO)COC1,1
COP(=O)(NC(C)=O)SC,1
FC(F)(F)C(Cl)Cl,1
CCCCCCCCCCCCOCCOCCOS(O)(=O)=O,1
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,1
CCCCNCCC[Si](OC)(OC)OC,1
CC(C)C1=CC=C(C=C1)N=C=O,1
CCCCCCCCCC1=CC=C(OCC(O)=O)C=C1,1
CCCCP(CCCC)(CCCC)CCCC,1
CSC1=C(C)C=C(O)C=C1,1
COCCOC(=O)C=C,1
OC1=C(O)C=C2C=CNC2=C1,1
OS(=O)(=O)C1=C(NC2=CC=CC=C2)C=CC(NC2=C(C=C(C=C2)S(=O)(=O)NC2=CC=CC=C2)[N+]([O-])=O)=C1,1
CCC(C)N1C(=O)N=C(C)C(Br)C1=O,1
CN(C)CCCNC(N)=O,1
O=C=NC1CCCCC1,1
O=C=NC1=CC=CC2=C(C=CC=C12)N=C=O,1
CN(C)CCCO,1
CCO[Si](C)(CCCN)OCC,1
CCCCCCCCCCCC(=O)NCCCN(C)C,1
CC(C)C1=C(C)C=C(O)C=C1,1
OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(O)C=C1,1
OC(=O)C1=CC=C(O1)C(O)=O,1
CC(C)(CN)C(N)=O,1
N1N=NC(=N1)C1=CN=CC=C1,1
CSCCC=O,1
FC(F)(F)C1=C(Cl)C=CC(=C1)N=C=O,1
CCC(C)(C)C1=CC=CC=C1O,1
CC(C)(C)C(Cl)=O,1
FC(F)(F)C1=CC(=CC=C1)N=C=O,1
CCCCCCCCCCCCCC[N+](C)(C)[O-],1
CN(C)CCCN(CCCN(C)C)CCCN(C)C,1
CCCCCCCCCC(O)=O,1
C=[N+]=[N-],1
O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=C1C=CC=C2,1
CC(C)(C)OP(O)(=O)OC(C)(C)C,1
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CCCCC(OC1=CC=C(C=C1C=O)[N+]([O-])=O)C(O)=O,1
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,1
COCC1=C(N)C=CC(N)=C1,1
OC1=C(OC2=CC=C(Cl)C=C2)C=CC(Cl)=C1,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,1
OC(=O)CCC(N1C(=O)C2=C(C=CC=C2)C1=O)C(O)=O,1
CCC(C)=NO[Si](ON=C(C)CC)(ON=C(C)CC)ON=C(C)CC,1
CC1=CCC2C(C1)C(=O)OC2=O,1
CN(O)CCO,1
CC(CCO)CC(C)(C)C,1
CCCSP(=S)(OCC)OC1=C(Cl)C=C(Cl)C=C1,1
CNC(=O)ON=C(C)C(C)SC,1
OP(O)(=O)CN(CCCCCCN(CP(O)(O)=O)CP(O)(O)=O)CCCCCCN(CP(O)(O)=O)CP(O)(O)=O,1
CC(C)(C)OC(=O)C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,1
FC(F)(F)OC1=CC=C(C=C1)N=C=O,1
CCC(C)COC=O,1
COC(=O)C1=C(C=C(C=C1)C(O)=O)N(=O)=O,1
CN1C2CCC1CC(C2)OS(C)(=O)=O,1
CCSCC,1
ClCCC1=C2SC3=CC=CC=C3N=C(N3CCNCC3)C2=CC=C1,1
OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
OCC(O)=O,1
CCC(C)NCCO,1
FC(F)=O,1
CCCCCCCCSCCO,1
ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,1
[H]C12CC3([H])C4C5N6C7=C(C=C(OC)C(OC)=C7)C15CCN2CC3=CCOC4CC6=O,1
CC(C)C1=C(O)C=C(C)C(C)=C1,1
CCCCCCCC1=NCCN1CCO,1
ClC1=NC2=C(O1)C=C(Cl)C=C2,1
CCCCCCCCC=CCCCCCCCC(=O)N(C)CC(O)=O,1
O=C=NCC1=CC(CN=C=O)=CC=C1,1
CCCCCCCCCCSCCN,1
C1=CC=C(N=C1)C1=CC=CC=N1,1
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,1
CC1(C)CC(N)CC(C)(C)N1,1
CCCCCCC(C)C1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O,1
CCOP(=S)(OCC)OP(=S)(OCC)OCC,1
NC1=CC=C(F)C=C1,1
OC1=CC=C(F)C=C1,1
CCN(O)CC,1
CC(O)CN(CC(C)O)C1=NC(NC2=CC=C(C=CC3=C(C=C(NC4=NC(=NC(NC5=C(C=CC(=C5)S(O)(=O)=O)S(O)(=O)=O)=N4)N(CC(C)O)CC(C)O)C=C3)S(O)(=O)=O)C(=C2)S(O)(=O)=O)=NC(NC2=CC(=CC=C2S(O)(=O)=O)S(O)(=O)=O)=N1,1
CC=CC(O)=O,1
NCCCCCCCCN,1
COC(=O)C1CCCO1,1
CC(=C)C(=O)OCCNC(C)(C)C,1
FC(F)(F)N=C1SC(=NC2=CC=CC=C2)N(C1=NC(F)(F)F)C1=CC=CC=C1,1
CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1,1
OC(=O)CCC(CC(O)=O)(C(O)=O)P(O)(O)=O,1
OC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12,1
CCOC(=O)C(F)(F)F,1
CN(C)CCCNC(=O)C=C,1
CN(C)CCCN(C)CCCN(C)C,1
OCC1=CN=CS1,1
CCCCCCCC(=O)OC1=C(I)C=C(C=C1I)C#N,1
NC1=C(F)C(F)=C(F)C=C1,1
O=C=NCC1CCCC(CN=C=O)C1,1
C[Si](C)(CCCN)N1CCC[Si]1(C)C,1
OC(=O)CCCCCCCC(O)=O,1
OC1=C(Cl)C=C(C=C1)C(=O)CCl,1
CCCCN1C(=O)CC(C)=C(C#N)C1=O,1
CCOP(O)=O,1
OC(C[N+]1=CC=CC=C1)CS([O-])(=O)=O,1
OC(=O)CCl,1
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,1
CCOC(=O)C(=CC1=CC(=CC=C1)[N+]([O-])=O)C(C)=O,1
CC(C)OCC1CO1,1
NC(=N)N1C=CC=N1,1
C1C[N+]2=CC=CC=C2C2=CC=CC=[N+]12,1
CCC(CC)C(=O)N(C)C1=CC=CC(C)=C1,1
C=CC(=O)OCCOCCOC(=O)C=C,1
CC1=CC=C(C=C1)S(=O)(=O)N=C=O,1
OCC1=C(F)C(F)=CC(F)=C1F,1
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,1
CC1(C)COC(=O)C2CC=CCC2C(=O)OC1,1
CCN(CC)C1=NC(NC2=CC(=CC=C2S(O)(=O)=O)S(O)(=O)=O)=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(=NC(NC5=C(C=CC(=C5)S(O)(=O)=O)S(O)(=O)=O)=N4)N(CC)CC)C=C3)S(O)(=O)=O)C=C2)S(O)(=O)=O)=N1,1
CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,1
