INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,CASRN,INCHIKEY,INCHI_STRING,IUPAC_NAME
39322-78-6,CASRN,DTXSID8029361,Potassium lauryl phosphate,N/A,39322-78-6,N/A,N/A,N/A
69184-17-4,CASRN,DTXSID101036401,"Methyl 2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetate",COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,69184-17-4,GIIKFBXVGYJLEK-UHFFFAOYSA-N,"InChI=1S/C8H7Cl2FN2O3/c1-15-3(14)2-16-8-5(10)6(12)4(9)7(11)13-8/h2H2,1H3,(H2,12,13)
",N/A
32647-67-9,CASRN,DTXSID4029355,"D-Glucitol, bis-O-(phenylmethylene)-",N/A,32647-67-9,N/A,N/A,N/A
75-26-3,CASRN,DTXSID7030197,2-Bromopropane,CC(C)Br,75-26-3,NAMYKGVDVNBCFQ-UHFFFAOYSA-N,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3
",2-Bromopropane
108-03-2,CASRN,DTXSID1020980,1-Nitropropane,CCC[N+]([O-])=O,108-03-2,JSZOAYXJRCEYSX-UHFFFAOYSA-N,"InChI=1S/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3
",1-Nitropropane
624-54-4,CASRN,DTXSID4041606,Pentyl propionate,CCCCCOC(=O)CC,624-54-4,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3
",Pentyl propanoate
28553-12-0,CASRN,DTXSID4022521,Diisononyl phthalate,"C*.C*.CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC |c:15,17,t:13,lp:12:2,14:2,22:2,23:2,m:1:24.25.26.27.28.29.30,3:5.6.7.8.9.10.11|",28553-12-0,N/A,N/A,N/A
886592-17-2,CASRN,DTXSID00893833,"Sodium 3-((2,3-dicyanophenyl)sulfonyl)propane-1-sulfonate",[Na+].[O-]S(=O)(=O)CCCS(=O)(=O)C1=CC=CC(C#N)=C1C#N,886592-17-2,DMWCJCZACWSRSW-UHFFFAOYSA-M,"InChI=1S/C11H10N2O5S2.Na/c12-7-9-3-1-4-11(10(9)8-13)19(14,15)5-2-6-20(16,17)18;/h1,3-4H,2,5-6H2,(H,16,17,18);/q;+1/p-1
","Sodium 3-(2,3-dicyanobenzene-1-sulfonyl)propane-1-sulfonate"
66455-29-6,CASRN,DTXSID1046978,"N-(Alkyl C10-C16)-N,N-dimethylglycine betaine",N/A,66455-29-6,N/A,N/A,N/A
1689515-38-5,CASRN,DTXSID301074124,"Butanal, 3-methyl-, reaction products with 3-methyl-3-buten-1-ol, distn. lights",N/A,1689515-38-5,N/A,N/A,N/A
61668-40-4,CASRN,DTXSID10886453,"1-Decene, 1-ethoxy-",CCCCCCCCC=COCC,61668-40-4,OGHVFBHUBBKMAK-UHFFFAOYSA-N,"InChI=1S/C12H24O/c1-3-5-6-7-8-9-10-11-12-13-4-2/h11-12H,3-10H2,1-2H3
",1-Ethoxydec-1-ene
52299-25-9,CASRN,DTXSID60556851,Bis(nonafluorobutyl)phosphinic acid,OP(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,52299-25-9,WAZIDHPTVNFDQG-UHFFFAOYSA-N,"InChI=1S/C8HF18O2P/c9-1(10,5(17,18)19)3(13,14)7(23,24)29(27,28)8(25,26)4(15,16)2(11,12)6(20,21)22/h(H,27,28)
",Bis(nonafluorobutyl)phosphinic acid
68584-22-5,CASRN,DTXSID2028723,(C10-C16) Alkylbenzenesulfonic acid,"CCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:16,18,t:14,lp:11:2,13:2,14:2,m:10:18.19.20,LN:5:1.7|",68584-22-5,N/A,N/A,N/A
68583-52-8,CASRN,DTXSID2028721,"Decanoic acid, mixed diesters with octanoic acid and triethylene glycol",N/A,68583-52-8,N/A,N/A,N/A
39455-80-6,CASRN,DTXSID30890855,Ammonium sodium vanadium oxide,N/A,39455-80-6,N/A,N/A,N/A
63187-91-7,CASRN,DTXSID20866983,"1,4-Dioxaspiro[4.5]decane-2-methanol, 9-methyl-6-(1-methylethyl)-",CC(C)C1CCC(C)CC11OCC(CO)O1,63187-91-7,ZBJCYZPANVLBRK-UHFFFAOYSA-N,"InChI=1/C13H24O3/c1-9(2)12-5-4-10(3)6-13(12)15-8-11(7-14)16-13/h9-12,14H,4-8H2,1-3H3
","[9-Methyl-6-(propan-2-yl)-1,4-dioxaspiro[4.5]decan-2-yl]methanol"
102110-55-4,CASRN,DTXSID001029449,"Residues (petroleum), steam-cracked light, arom.",N/A,102110-55-4,N/A,N/A,N/A
12008-39-8,CASRN,DTXSID501032275,Dipotassium octaborate,N/A,12008-39-8,N/A,N/A,N/A
05-11-2212,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13708-85-5,CASRN,DTXSID20889617,Disodium phosphite,[Na+].[Na+].[O-]P([O-])=O,13708-85-5,YPPQYORGOMWNMX-UHFFFAOYSA-L,"InChI=1S/2Na.H3O3P/c;;1-4(2)3/h;;4H,(H2,1,2,3)/q2*+1;/p-2
",Disodium phosphonate
139-89-9,CASRN,DTXSID9027075,Trisodium (2-hydroxyethyl)ethylenediaminetriacetate,[Na+].[Na+].[Na+].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,139-89-9,WHNXAQZPEBNFBC-UHFFFAOYSA-K,"InChI=1S/C10H18N2O7.3Na/c13-4-3-11(5-8(14)15)1-2-12(6-9(16)17)7-10(18)19;;;/h13H,1-7H2,(H,14,15)(H,16,17)(H,18,19);;;/q;3*+1/p-3
","Trisodium 2,2'-({2-[(carboxylatomethyl)(2-hydroxyethyl)amino]ethyl}azanediyl)diacetate"
67701-12-6,CASRN,DTXSID1028314,"Fatty acids, C14-18 and C16-18-unsatd., zinc salts",N/A,67701-12-6,N/A,N/A,N/A
22174-70-5,CASRN,DTXSID00897134,2-Ethylhexylal,CCCCC(CC)COCOCC(CC)CCCC,22174-70-5,QPIWJVQXEMCELO-UHFFFAOYSA-N,"InChI=1/C17H36O2/c1-5-9-11-16(7-3)13-18-15-19-14-17(8-4)12-10-6-2/h16-17H,5-15H2,1-4H3
",3-({[(2-Ethylhexyl)oxy]methoxy}methyl)heptane
2495-27-4,CASRN,DTXSID5027485,"2-Propenoic acid, 2-methyl-, hexadecyl ester",CCCCCCCCCCCCCCCCOC(=O)C(C)=C,2495-27-4,ZNAOFAIBVOMLPV-UHFFFAOYSA-N,"InChI=1S/C20H38O2/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-22-20(21)19(2)3/h2,4-18H2,1,3H3
",Hexadecyl 2-methylprop-2-enoate
60-35-5,CASRN,DTXSID7020005,Acetamide,CC(N)=O,60-35-5,DLFVBJFMPXGRIB-UHFFFAOYSA-N,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)
",Acetamide
139-13-9,CASRN,DTXSID6020939,Nitrilotriacetic acid,OC(=O)CN(CC(O)=O)CC(O)=O,139-13-9,MGFYIUFZLHCRTH-UHFFFAOYSA-N,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)
","2,2',2''-Nitrilotriacetic acid"
439685-79-7,CASRN,DTXSID10196004,Hydroxypropyl tetrahydropyrantriol,CC(O)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,439685-79-7,KOGFZZYPPGQZFZ-QVAPDBTGSA-N,"InChI=1S/C8H16O5/c1-4(9)2-6-8(12)7(11)5(10)3-13-6/h4-12H,2-3H2,1H3/t4?,5-,6+,7+,8+/m1/s1
","(7xi)-1,5-Anhydro-6,8-dideoxy-L-gluco-octitol"
21645-51-2,CASRN,DTXSID2036405,Aluminum hydroxide,[OH-].[OH-].[OH-].[Al+3],21645-51-2,WNROFYMDJYEPJX-UHFFFAOYSA-K,"InChI=1S/Al.3H2O/h;3*1H2/q+3;;;/p-3
",Aluminium trihydroxide
6712-98-7,CASRN,DTXSID80863933,"2-Propanol, 1-[bis(2-hydroxyethyl)amino]-",CC(O)CN(CCO)CCO,6712-98-7,ZFECCYLNALETDE-UHFFFAOYSA-N,"InChI=1/C7H17NO3/c1-7(11)6-8(2-4-9)3-5-10/h7,9-11H,2-6H2,1H3
",1-[Bis(2-hydroxyethyl)amino]propan-2-ol
67-51-6,CASRN,DTXSID5058777,"3,5-Dimethylpyrazole",CC1=CC(C)=NN1,67-51-6,SDXAWLJRERMRKF-UHFFFAOYSA-N,"InChI=1S/C5H8N2/c1-4-3-5(2)7-6-4/h3H,1-2H3,(H,6,7)
","3,5-Dimethyl-1H-pyrazole"
149-44-0,CASRN,DTXSID7027120,Sodium hydroxymethanesulfinate,[Na+].OCS([O-])=O,149-44-0,XWGJFPHUCFXLBL-UHFFFAOYSA-M,"InChI=1S/CH4O3S.Na/c2-1-5(3)4;/h2H,1H2,(H,3,4);/q;+1/p-1
",Sodium hydroxymethanesulfinate
17689-77-9,CASRN,DTXSID3027792,Ethyltriacetoxysilane,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,17689-77-9,KXJLGCBCRCSXQF-UHFFFAOYSA-N,"InChI=1S/C8H14O6Si/c1-5-15(12-6(2)9,13-7(3)10)14-8(4)11/h5H2,1-4H3
",Ethylsilanetriyl triacetate
7398-69-8,CASRN,DTXSID4027650,Diallyldimethylammonium chloride,[Cl-].C[N+](C)(CC=C)CC=C,7398-69-8,GQOKIYDTHHZSCJ-UHFFFAOYSA-M,"InChI=1S/C8H16N.ClH/c1-5-7-9(3,4)8-6-2;/h5-6H,1-2,7-8H2,3-4H3;1H/q+1;/p-1
","N,N-Dimethyl-N-(prop-2-en-1-yl)prop-2-en-1-aminium chloride"
1193-24-4,CASRN,DTXSID6025434,6-Hydroxy-4(1H)-pyrimidinone,OC1=CC(O)=NC=N1,1193-24-4,DUFGYCAXVIUXIP-UHFFFAOYSA-N,"InChI=1S/C4H4N2O2/c7-3-1-4(8)6-2-5-3/h1-2H,(H2,5,6,7,8)
","Pyrimidine-4,6-diol"
92045-59-5,CASRN,DTXSID401027326,"Naphtha (petroleum), light catalytic cracked sweetened",N/A,92045-59-5,N/A,N/A,N/A
87855-59-2,CASRN,DTXSID70888690,"Acetamide, N,N'-(ethenylmethylsilylene)bis[N-ethyl-",CCN(C(C)=O)[Si](C)(C=C)N(CC)C(C)=O,87855-59-2,VMNLXFJTVKFDIM-UHFFFAOYSA-N,"InChI=1S/C11H22N2O2Si/c1-7-12(10(4)14)16(6,9-3)13(8-2)11(5)15/h9H,3,7-8H2,1-2,4-6H3
","N,N'-[Ethenyl(methyl)silanediyl]bis(N-ethylacetamide)"
77-99-6,CASRN,DTXSID2026448,"2-Ethyl-2-(hydroxymethyl)-1,3-propanediol",CCC(CO)(CO)CO,77-99-6,ZJCCRDAZUWHFQH-UHFFFAOYSA-N,"InChI=1S/C6H14O3/c1-2-6(3-7,4-8)5-9/h7-9H,2-5H2,1H3
","2-Ethyl-2-(hydroxymethyl)propane-1,3-diol"
16924-00-8,CASRN,DTXSID00884943,Potassium fluorotantalate (K2TaF7),[K+].[K+].F[Ta--](F)(F)(F)(F)(F)F,16924-00-8,DPXAUKPQZOAHGF-UHFFFAOYSA-G,"InChI=1S/7FH.2K.Ta/h7*1H;;;/q;;;;;;;2*+1;+5/p-7
",Dipotassium heptafluoridotantalate(2-)
1393708-17-2,CASRN,DTXSID301045050,"Pyridinium, 3-[(diethylamino)carbonyl]-1-(3-sulfopropyl)-, inner salt",CCN(CC)C(=O)C1=C[N+](CCCS([O-])(=O)=O)=CC=C1,1393708-17-2,ADBPXBUMJVOHEH-UHFFFAOYSA-N,"InChI=1S/C13H20N2O4S/c1-3-15(4-2)13(16)12-7-5-8-14(11-12)9-6-10-20(17,18)19/h5,7-8,11H,3-4,6,9-10H2,1-2H3
",N/A
64742-47-8,CASRN,DTXSID8028212,"Distillates (petroleum), hydrotreated light",N/A,64742-47-8,N/A,N/A,N/A
78-67-1,CASRN,DTXSID1026457,Azobisisobutyronitrile,CC(C)(N=NC(C)(C)C#N)C#N,78-67-1,OZAIFHULBGXAKX-UHFFFAOYSA-N,"InChI=1S/C8H12N4/c1-7(2,5-9)11-12-8(3,4)6-10/h1-4H3
","2,2'-Diazenediylbis(2-methylpropanenitrile)"
90076-65-6,CASRN,DTXSID8044468,Lithium bis[(trifluoromethyl)sulfonyl]azanide,[Li+].FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,90076-65-6,QSZMZKBZAYQGRS-UHFFFAOYSA-N,"InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1
",Lithium bis(trifluoromethanesulfonyl)azanide
68424-19-1,CASRN,DTXSID9098220,"Fatty acids, C16-18 and C18-unsatd., compds. with triethanolamine",N/A,68424-19-1,N/A,N/A,N/A
121627-17-6,CASRN,DTXSID60746295,"6,6′-[[3,3′-Bis(1,1-dimethylethyl)-5,5′-dimethoxy[1,1′-biphenyl]-2,2′-diyl]bis(oxy)]bis[dibenzo[d,f][1,3,2]dioxaphosphepin]",COC1=CC(=C(OP2OC3=CC=CC=C3C3=CC=CC=C3O2)C(=C1)C(C)(C)C)C1=C(OP2OC3=CC=CC=C3C3=CC=CC=C3O2)C(=CC(OC)=C1)C(C)(C)C,121627-17-6,WUFGFUAXCBPGOL-UHFFFAOYSA-N,"InChI=1S/C46H44O8P2/c1-45(2,3)37-27-29(47-7)25-35(43(37)53-55-49-39-21-13-9-17-31(39)32-18-10-14-22-40(32)50-55)36-26-30(48-8)28-38(46(4,5)6)44(36)54-56-51-41-23-15-11-19-33(41)34-20-12-16-24-42(34)52-56/h9-28H,1-8H3
","6,6'-[(3,3'-Di-tert-butyl-5,5'-dimethoxy[1,1'-biphenyl]-2,2'-diyl)bis(oxy)]bis(6H-dibenzo[d,f][1,3,2]dioxaphosphepine)"
917-70-4,CASRN,DTXSID7061275,Lanthanum acetate,[La+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,917-70-4,JLRJWBUSTKIQQH-UHFFFAOYSA-K,"InChI=1S/3C2H4O2.La/c3*1-2(3)4;/h3*1H3,(H,3,4);/q;;;+3/p-3
",Lanthanum triacetate
86290-81-5,CASRN,DTXSID50105296,Gasoline,N/A,86290-81-5,N/A,N/A,N/A
34335-10-9,CASRN,DTXSID90885580,"Phosphonic acid, P-phenyl-, zinc salt (1:1)",[Zn++].[O-]P([O-])(=O)C1=CC=CC=C1,34335-10-9,VYXPIEPOZNGSJX-UHFFFAOYSA-L,"InChI=1S/C6H7O3P.Zn/c7-10(8,9)6-4-2-1-3-5-6;/h1-5H,(H2,7,8,9);/q;+2/p-2
",Zinc phenylphosphonate
1016986-95-0,CASRN,DTXSID801081952,"7-[2-[2-[2-[5-Cyano-4-methyl-2,6-bis[(4-sulfophenyl)amino]-3-pyridinyl]diazenyl]-4-(2-naphthalenyl)-5-thiazolyl]diazenyl]-1,3,5-naphthalenetrisulfonic acid lithium sodium salt (1:x:x)",N/A,1016986-95-0,N/A,N/A,N/A
86753-82-4,CASRN,DTXSID001337846,Solsperse 22000,N/A,86753-82-4,N/A,N/A,N/A
64741-54-4,CASRN,DTXSID7028140,Heavy catalytically cracked naphtha,N/A,64741-54-4,N/A,N/A,N/A
68442-60-4,CASRN,DTXSID3028506,"Acetaldehyde, reaction products with formaldehyde, by-products from",N/A,68442-60-4,N/A,N/A,N/A
84632-50-8,CASRN,DTXSID901020020,C.I. Pigment Orange 71,O=C1NC(=C2C(=O)NC(=C12)C1=CC(=CC=C1)C#N)C1=CC=CC(=C1)C#N,84632-50-8,NCJJATWTZAPAMW-UHFFFAOYSA-N,"InChI=1S/C20H10N4O2/c21-9-11-3-1-5-13(7-11)17-15-16(20(26)23-17)18(24-19(15)25)14-6-2-4-12(8-14)10-22/h1-8H,(H,23,26)(H,24,25)
","3,3'-(3,6-Dioxo-2,3,5,6-tetrahydropyrrolo[3,4-c]pyrrole-1,4-diyl)dibenzonitrile"
9005-64-5,CASRN,DTXSID3031949,Polysorbate 20,N/A,9005-64-5,N/A,N/A,N/A
2976-74-1,CASRN,DTXSID70183910,"2,3-Dichlorophenoxyacetic acid",OC(=O)COC1=C(Cl)C(Cl)=CC=C1,2976-74-1,RBJIGQRZLITQJG-UHFFFAOYSA-N,"InChI=1S/C8H6Cl2O3/c9-5-2-1-3-6(8(5)10)13-4-7(11)12/h1-3H,4H2,(H,11,12)
","(2,3-Dichlorophenoxy)acetic acid"
350601-49-9,CASRN,DTXSID101045078,"Methyl 4-(acetylamino)-3,6-dichloro-2-pyridinecarboxylate",COC(=O)C1=C(Cl)C(NC(C)=O)=CC(Cl)=N1,350601-49-9,CSKIJJZFXAACON-UHFFFAOYSA-N,"InChI=1S/C9H8Cl2N2O3/c1-4(14)12-5-3-6(10)13-8(7(5)11)9(15)16-2/h3H,1-2H3,(H,12,13,14)
",N/A
12069-69-1,CASRN,DTXSID1047077,Copper(II) carbonate basic,O[Cu]OC(=O)O[Cu]O,12069-69-1,ZMMDPCMYTCRWFF-UHFFFAOYSA-J,"InChI=1S/CH2O3.2Cu.2H2O/c2-1(3)4;;;;/h(H2,2,3,4);;;2*1H2/q;2*+2;;/p-4
",Copper(2+) carbonate hydroxide (2/1/2)
106705-37-7,CASRN,DTXSID60598337,"Strontium bis(7,7-dimethyloctanoate)",[Sr++].CC(C)(C)CCCCCC([O-])=O.CC(C)(C)CCCCCC([O-])=O,106705-37-7,CSQXYUPPOWGAIS-UHFFFAOYSA-L,"InChI=1S/2C10H20O2.Sr/c2*1-10(2,3)8-6-4-5-7-9(11)12;/h2*4-8H2,1-3H3,(H,11,12);/q;;+2/p-2
","Strontium bis(7,7-dimethyloctanoate)"
7440-36-0,Integrated Source CAS-RN - WARNING: Synonym mapped to two or more chemicals,DTXSID30872414,Antimony & Antimony Compounds,N/A,NOCAS_872414,N/A,N/A,N/A
7440-36-0,CASRN - WARNING: Synonym mapped to two or more chemicals,DTXSID5023879,Antimony,[Sb],7440-36-0,WATWJIUSRGPENY-UHFFFAOYSA-N,"InChI=1S/Sb
",Antimony
1335202-81-7,CASRN,DTXSID701070443,"Benzenesulfonic acid, C10-13-alkyl derivs., calcium salts",N/A,1335202-81-7,N/A,N/A,N/A
3576-88-3,CASRN,DTXSID50957156,"2,2'-Iminobis(4,6-diamino-1,3,5-triazine)",N=C1NC(=N)N=C(NC2=NC(=N)NC(=N)N2)N1,3576-88-3,YZEZMSPGIPTEBA-UHFFFAOYSA-N,"InChI=1S/C6H9N11/c7-1-11-2(8)14-5(13-1)17-6-15-3(9)12-4(10)16-6/h(H9,7,8,9,10,11,12,13,14,15,16,17)
","N-(4,6-Diimino-1,4,5,6-tetrahydro-1,3,5-triazin-2-yl)-4,6-diimino-1,4,5,6-tetrahydro-1,3,5-triazin-2-amine"
52603-48-2,CASRN,DTXSID90967032,"5-Amino-3-methyl-2,4-thiophenedicarbonitrile",CC1=C(SC(N)=C1C#N)C#N,52603-48-2,GCSCENSWKWQJQG-UHFFFAOYSA-N,"InChI=1S/C7H5N3S/c1-4-5(2-8)7(10)11-6(4)3-9/h10H2,1H3
","5-Amino-3-methylthiophene-2,4-dicarbonitrile"
98510-75-9,CASRN,DTXSID60904838,(Carboxymethyl)dimethyl[3-[(1-oxoundecenyl)amino]propyl] ammonium hydroxide,N/A,98510-75-9,N/A,N/A,N/A
33329-35-0,CASRN,DTXSID5052703,"N,N-Bis[3-(dimethylamino)propyl]-N',N'-dimethylpropane-1,3-diamine",CN(C)CCCN(CCCN(C)C)CCCN(C)C,33329-35-0,DTKANQSCBACEPK-UHFFFAOYSA-N,"InChI=1S/C15H36N4/c1-16(2)10-7-13-19(14-8-11-17(3)4)15-9-12-18(5)6/h7-15H2,1-6H3
","N~1~,N~1~-Bis[3-(dimethylamino)propyl]-N~3~,N~3~-dimethylpropane-1,3-diamine"
126-57-8,CASRN,DTXSID8027038,Trimethylolpropane trinonanoate,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,126-57-8,KDMAJIXYCNOVJB-UHFFFAOYSA-N,"InChI=1S/C33H62O6/c1-5-9-12-15-18-21-24-30(34)37-27-33(8-4,28-38-31(35)25-22-19-16-13-10-6-2)29-39-32(36)26-23-20-17-14-11-7-3/h5-29H2,1-4H3
","2,2-Bis[(nonanoyloxy)methyl]butyl nonanoate (non-preferred name)"
92045-63-1,CASRN,DTXSID801027328,"Hydrocarbons, C4-11, naphtha-cracking, arom.-free",N/A,92045-63-1,N/A,N/A,N/A
103170-26-9,CASRN,DTXSID80105820,"Cyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-, homopolymer, Me Et ketone oxime-blocked",N/A,103170-26-9,N/A,N/A,N/A
68647-86-9,CASRN,DTXSID70100622,"Charcoal, coconut shell",N/A,68647-86-9,N/A,N/A,N/A
12508-61-1,CASRN,DTXSID801020241,"Magnesium hydroxide sulfate (Mg6(OH)​10(SO4)​)​, hydrate (1:3)",N/A,12508-61-1,N/A,N/A,N/A
15834-05-6,CASRN,DTXSID00864644,Neopentyl dipelargonate,CCCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCCC,15834-05-6,AHSZBZTYLKTYJI-UHFFFAOYSA-N,"InChI=1S/C23H44O4/c1-5-7-9-11-13-15-17-21(24)26-19-23(3,4)20-27-22(25)18-16-14-12-10-8-6-2/h5-20H2,1-4H3
","2,2-Dimethylpropane-1,3-diyl dinonanoate"
504-02-9,CASRN,DTXSID1044433,"1,3-Cyclohexanedione",O=C1CCCC(=O)C1,504-02-9,HJSLFCCWAKVHIW-UHFFFAOYSA-N,"InChI=1S/C6H8O2/c7-5-2-1-3-6(8)4-5/h1-4H2
","Cyclohexane-1,3-dione"
848301-69-9,CASRN,DTXSID701019675,"C18-C50 branched, cyclic and linear hydrocarbons - Distillates",N/A,848301-69-9,N/A,N/A,N/A
89331-94-2,CASRN,DTXSID3029817,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one-6'-(dibutylamino)-3'-methyl-2'-(phenylamino)-",CCCCN(CCCC)C1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(C)C(NC2=CC=CC=C2)=C1,89331-94-2,XAAILNNJDMIMON-UHFFFAOYSA-N,"InChI=1/C35H36N2O3/c1-4-6-19-37(20-7-5-2)26-17-18-29-33(22-26)39-32-21-24(3)31(36-25-13-9-8-10-14-25)23-30(32)35(29)28-16-12-11-15-27(28)34(38)40-35/h8-18,21-23,36H,4-7,19-20H2,1-3H3
","2'-Anilino-6'-(dibutylamino)-3'-methyl-3H-spiro[[2]benzofuran-1,9'-xanthen]-3-one"
5064-31-3,CASRN,DTXSID8027587,"Glycine, N,N-bis(carboxymethyl)-, trisodium salt",[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,5064-31-3,DZCAZXAJPZCSCU-UHFFFAOYSA-K,"InChI=1S/C6H9NO6.3Na/c8-4(9)1-7(2-5(10)11)3-6(12)13;;;/h1-3H2,(H,8,9)(H,10,11)(H,12,13);;;/q;3*+1/p-3
","Trisodium 2,2',2''-nitrilotriacetate"
93685-99-5,CASRN,DTXSID201065728,"Oil shale, thermal processing waste",N/A,93685-99-5,N/A,N/A,N/A
12767-90-7,CASRN,DTXSID0058300,Boron zinc oxide (B6Zn2O11),[B+3].[B+3].[B+3].[B+3].[B+3].[B+3].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O-][Zn+].[O-][Zn+],12767-90-7,OSHGZAHTGPVONH-UHFFFAOYSA-N,"InChI=1S/6B.11O.2Zn/q6*+3;9*-2;2*-1;2*+1
",Boron oxide--oxidozinc(1+) (6/9/2)
297730-93-9,CASRN,DTXSID90870315,3-Ethoxyperfluoro(2-methylhexane),CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,297730-93-9,HHBBIOLEJRWIGU-UHFFFAOYSA-N,"InChI=1/C9H5F15O/c1-2-25-6(15,3(10,7(16,17)18)8(19,20)21)4(11,12)5(13,14)9(22,23)24/h2H2,1H3
","3-Ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-(trifluoromethyl)hexane"
107898-54-4,CASRN,DTXSID7051551,"3,3-Dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-2-ol",CC(O)C(C)(C)C=CC1CC=C(C)C1(C)C,107898-54-4,QZFSNJAQFWEXEA-UHFFFAOYSA-N,"InChI=1/C15H26O/c1-11-7-8-13(15(11,5)6)9-10-14(3,4)12(2)16/h7,9-10,12-13,16H,8H2,1-6H3
","3,3-Dimethyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-4-en-2-ol"
7784-30-7,CASRN,DTXSID5064839,Monoaluminum phosphate,[Al+3].[O-]P([O-])([O-])=O,7784-30-7,ILRRQNADMUWWFW-UHFFFAOYSA-K,"InChI=1S/Al.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+3;/p-3
",Aluminium phosphate
623-40-5,CASRN,DTXSID901031548,2-Pentanone oxime,CCCC(C)=NO,623-40-5,FWSXGNXGAJUIPS-UHFFFAOYSA-N,"InChI=1S/C5H11NO/c1-3-4-5(2)6-7/h7H,3-4H2,1-2H3
",N/A
64742-61-6,CASRN,DTXSID2028226,"Slack wax, petroleum",N/A,64742-61-6,N/A,N/A,N/A
2687-96-9,CASRN,DTXSID4042206,1-Dodecyl-2-pyrrolidinone,CCCCCCCCCCCCN1CCCC1=O,2687-96-9,NJPQAIBZIHNJDO-UHFFFAOYSA-N,"InChI=1S/C16H31NO/c1-2-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16(17)18/h2-15H2,1H3
",1-Dodecylpyrrolidin-2-one
12225-18-2,CASRN,DTXSID9041736,C.I. Pigment Yellow 97,COC1=CC(Cl)=C(OC)C=C1NC(=O)C(N=NC1=CC(OC)=C(C=C1OC)S(=O)(=O)NC1=CC=CC=C1)C(C)=O,12225-18-2,WNWZKKBGFYKSGA-UHFFFAOYSA-N,"InChI=1/C26H27ClN4O8S/c1-15(32)25(26(33)28-18-12-20(36-2)17(27)11-21(18)37-3)30-29-19-13-23(39-5)24(14-22(19)38-4)40(34,35)31-16-9-7-6-8-10-16/h6-14,25,31H,1-5H3,(H,28,33)
","N-(4-Chloro-2,5-dimethoxyphenyl)-2-{[2,5-dimethoxy-4-(phenylsulfamoyl)phenyl]diazenyl}-3-oxobutanamide"
3520-72-7,CASRN,DTXSID6052031,C.I. Pigment Orange 13,CC1=C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC2=C(C)NN(C2=O)C2=CC=CC=C2)C(=O)N(N1)C1=CC=CC=C1,3520-72-7,YCBLLWSXYKEKTG-UHFFFAOYSA-N,"InChI=1S/C32H24Cl2N8O2/c1-19-29(31(43)41(39-19)23-9-5-3-6-10-23)37-35-27-15-13-21(17-25(27)33)22-14-16-28(26(34)18-22)36-38-30-20(2)40-42(32(30)44)24-11-7-4-8-12-24/h3-18,39-40H,1-2H3
","4,4'-[(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(diazene-2,1-diyl)]bis(5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one)"
