INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,CASRN,INCHIKEY,INCHI_STRING,IUPAC_NAME
1962-75-0,CASRN,DTXSID3022168,"1,4-Dibutyl benzene-1,4-dicarboxylate",CCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCC,1962-75-0,LQLQDKBJAIILIQ-UHFFFAOYSA-N,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-7-9-14(10-8-13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3
","Dibutyl benzene-1,4-dicarboxylate"
667889-11-4,CASRN,DTXSID001020435,"Lithium 3-((3,4-dicyanophenyl)sulfonyl)-1-propanesulfonate",[Li+].[O-]S(=O)(=O)CCCS(=O)(=O)C1=CC=C(C#N)C(=C1)C#N,667889-11-4,ZBKTXXQFXDBFEI-UHFFFAOYSA-M,"InChI=1S/C11H10N2O5S2.Li/c12-7-9-2-3-11(6-10(9)8-13)19(14,15)4-1-5-20(16,17)18;/h2-3,6H,1,4-5H2,(H,16,17,18);/q;+1/p-1
","Lithium 3-(3,4-dicyanobenzene-1-sulfonyl)propane-1-sulfonate"
181696-73-1,CASRN,DTXSID50444793,"5-Methyl-3,4-diphenyl-4,5-dihydro-1,2-oxazol-5-ol",CC1(O)ON=C(C1C1=CC=CC=C1)C1=CC=CC=C1,181696-73-1,LOFHVOCXHGAVHL-UHFFFAOYSA-N,"InChI=1S/C16H15NO2/c1-16(18)14(12-8-4-2-5-9-12)15(17-19-16)13-10-6-3-7-11-13/h2-11,14,18H,1H3
","5-Methyl-3,4-diphenyl-4,5-dihydro-1,2-oxazol-5-ol"
189813-45-4,CASRN,DTXSID701019394,Methyl (2E)-(2-(chloromethyl)phenyl)(methoxyimino)acetate,CO\N=C(\C(=O)OC)C1=CC=CC=C1CCl,189813-45-4,GMZGDMPLWXWBQJ-JLHYYAGUSA-N,"InChI=1S/C11H12ClNO3/c1-15-11(14)10(13-16-2)9-6-4-3-5-8(9)7-12/h3-6H,7H2,1-2H3/b13-10+
",Methyl (2E)-[2-(chloromethyl)phenyl](methoxyimino)acetate
1226892-43-8,CASRN,DTXSID401035757,"Fatty acids, C18-unsatd., reaction products with diethylenetriamine",N/A,1226892-43-8,N/A,N/A,N/A
147118-40-9,CASRN,DTXSID90163597,Rosuvastatin methyl ester,COC(=O)C[C@H](O)C[C@H](O)\C=C\C1=C(N=C(N=C1C(C)C)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1,147118-40-9,SUTPUCLJAVPJRS-NDZBKKTDSA-N,"InChI=1S/C23H30FN3O6S/c1-14(2)21-19(11-10-17(28)12-18(29)13-20(30)33-4)22(15-6-8-16(24)9-7-15)26-23(25-21)27(3)34(5,31)32/h6-11,14,17-18,28-29H,12-13H2,1-5H3/b11-10+/t17-,18-/m1/s1
","Methyl (3R,5S,6E)-7-[4-(4-fluorophenyl)-2-[(methanesulfonyl)(methyl)amino]-6-(propan-2-yl)pyrimidin-5-yl]-3,5-dihydroxyhept-6-enoate"
246871-16-9,CASRN,DTXSID801023819,"3,3'-[[4-[2-[2-Bromo-4-nitro-6-(trifluoromethyl)phenyl]diazenyl]phenyl]imino]bis[propanenitrile]",[O-][N+](=O)C1=CC(Br)=C(N=NC2=CC=C(C=C2)N(CCC#N)CCC#N)C(=C1)C(F)(F)F,246871-16-9,SNZIXXSVRWHJJU-UHFFFAOYSA-N,"InChI=1S/C19H14BrF3N6O2/c20-17-12-15(29(30)31)11-16(19(21,22)23)18(17)27-26-13-3-5-14(6-4-13)28(9-1-7-24)10-2-8-25/h3-6,11-12H,1-2,9-10H2
",N/A
104-90-5,CASRN,DTXSID7021861,5-Ethyl-2-methylpyridine,CCC1=CN=C(C)C=C1,104-90-5,NTSLROIKFLNUIJ-UHFFFAOYSA-N,"InChI=1S/C8H11N/c1-3-8-5-4-7(2)9-6-8/h4-6H,3H2,1-2H3
",5-Ethyl-2-methylpyridine
78-16-0,CASRN,DTXSID80893730,"1,1,1-Trimethylolpropane triheptanoate",CCCCCCC(=O)OCC(CC)(COC(=O)CCCCCC)COC(=O)CCCCCC,78-16-0,UQJDVLPHTXQTRP-UHFFFAOYSA-N,"InChI=1S/C27H50O6/c1-5-9-12-15-18-24(28)31-21-27(8-4,22-32-25(29)19-16-13-10-6-2)23-33-26(30)20-17-14-11-7-3/h5-23H2,1-4H3
","2,2-Bis[(heptanoyloxy)methyl]butyl heptanoate (non-preferred name)"
866-81-9,CASRN,DTXSID70889440,Cobaltous citrate,[Co++].[Co++].[Co++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,866-81-9,IEXXNGVQCLMTKU-UHFFFAOYSA-H,"InChI=1S/2C6H8O7.3Co/c2*7-3(8)1-6(13,5(11)12)2-4(9)10;;;/h2*13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;/q;;3*+2/p-6
","Cobalt(2+) 2-hydroxypropane-1,2,3-tricarboxylate (3/2)"
1565-76-0,CASRN,DTXSID60883694,"Cyclohexane, 2-methoxy-4-methyl-1-(1-methylethyl)-, (1S,2R,4R)-",CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,1565-76-0,JDGJLPHFRJNJMN-OUAUKWLOSA-N,"InChI=1S/C11H22O/c1-8(2)10-6-5-9(3)7-11(10)12-4/h8-11H,5-7H2,1-4H3/t9-,10+,11-/m1/s1
","(1S,2R,4R)-2-Methoxy-4-methyl-1-(propan-2-yl)cyclohexane"
70833-40-8,CASRN,DTXSID40867952,Tert-Amyl peroxy 2-ethylhexyl carbonate,CCCCC(CC)COC(=O)OOC(C)(C)CC,70833-40-8,HTCRKQHJUYBQTK-UHFFFAOYSA-N,"InChI=1/C14H28O4/c1-6-9-10-12(7-2)11-16-13(15)17-18-14(4,5)8-3/h12H,6-11H2,1-5H3
",3-[({[(2-Methylbutan-2-yl)peroxy]carbonyl}oxy)methyl]heptane
78629-20-6,CASRN,DTXSID60450345,"6,6-dimethylhept-1-en-4-yn-3-ol",CC(C)(C)C#CC(O)C=C,78629-20-6,MOWPBNFGGOHZRW-UHFFFAOYSA-N,"InChI=1S/C9H14O/c1-5-8(10)6-7-9(2,3)4/h5,8,10H,1H2,2-4H3
","6,6-Dimethylhept-1-en-4-yn-3-ol"
24293-43-4,CASRN,DTXSID10884898,"Acetic acid, 2,2'-thiobis-, 1,1'-bis(2-ethylhexyl) ester",CCCCC(CC)COC(=O)CSCC(=O)OCC(CC)CCCC,24293-43-4,KYWZILPIDASSGE-UHFFFAOYSA-N,"InChI=1/C20H38O4S/c1-5-9-11-17(7-3)13-23-19(21)15-25-16-20(22)24-14-18(8-4)12-10-6-2/h17-18H,5-16H2,1-4H3
","Bis(2-ethylhexyl) 2,2'-sulfanediyldiacetate"
65996-91-0,CASRN,DTXSID1028283,"Distillates, coal tar, upper",N/A,65996-91-0,N/A,N/A,N/A
127-18-4,CASRN,DTXSID2021319,Tetrachloroethylene,ClC(Cl)=C(Cl)Cl,127-18-4,CYTYCFOTNPOANT-UHFFFAOYSA-N,"InChI=1S/C2Cl4/c3-1(4)2(5)6
",Tetrachloroethene
83145-78-2,CASRN,DTXSID701036473,"Borate(1-), bis[ethanedioato(2-)-O,O′]-, potassium, (T-4)-",[B+3].[K+].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,83145-78-2,KQBDAOPCPCRBOL-UHFFFAOYSA-J,"InChI=1S/2C2H2O4.B.K/c2*3-1(4)2(5)6;;/h2*(H,3,4)(H,5,6);;/q;;+3;+1/p-4
",N/A
89-61-2,CASRN,DTXSID7052602,"1,4-Dichloro-2-nitrobenzene",[O-][N+](=O)C1=C(Cl)C=CC(Cl)=C1,89-61-2,RZKKOBGFCAHLCZ-UHFFFAOYSA-N,"InChI=1S/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H
","1,4-Dichloro-2-nitrobenzene"
1569-69-3,CASRN,DTXSID2027416,Cyclohexanethiol,SC1CCCCC1,1569-69-3,CMKBCTPCXZNQKX-UHFFFAOYSA-N,"InChI=1S/C6H12S/c7-6-4-2-1-3-5-6/h6-7H,1-5H2
",Cyclohexanethiol
17796-82-6,CASRN,DTXSID8027793,N-(Cyclohexylthio)phthalimide,O=C1N(SC2CCCCC2)C(=O)C2=C1C=CC=C2,17796-82-6,UEZWYKZHXASYJN-UHFFFAOYSA-N,"InChI=1S/C14H15NO2S/c16-13-11-8-4-5-9-12(11)14(17)15(13)18-10-6-2-1-3-7-10/h4-5,8-10H,1-3,6-7H2
","2-(Cyclohexylsulfanyl)-1H-isoindole-1,3(2H)-dione"
91-56-5,CASRN,DTXSID3038694,Isatin,O=C1NC2=C(C=CC=C2)C1=O,91-56-5,JXDYKVIHCLTXOP-UHFFFAOYSA-N,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)9-8(7)11/h1-4H,(H,9,10,11)
","1H-Indole-2,3-dione"
136673-12-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3048-64-4,CASRN,DTXSID6029250,Vinylnorbornene,C=CC1CC2CC1C=C2,3048-64-4,INYHZQLKOKTDAI-UHFFFAOYSA-N,"InChI=1/C9H12/c1-2-8-5-7-3-4-9(8)6-7/h2-4,7-9H,1,5-6H2
",5-Ethenylbicyclo[2.2.1]hept-2-ene
404362-22-7,CASRN,DTXSID50109057,"1,3-Benzenedimethanamine, N-(2-phenylethyl) derivs.",N/A,404362-22-7,N/A,N/A,N/A
85633-96-1,CASRN,DTXSID601225443,4-Chloro-β-methyl-3-nitro-γ-oxobenzenebutanoic acid,CC(CC(O)=O)C(=O)C1=CC=C(Cl)C(=C1)N(=O)=O,85633-96-1,ZDGKTISONWFCDF-UHFFFAOYNA-N,"InChI=1/C11H10ClNO5/c1-6(4-10(14)15)11(16)7-2-3-8(12)9(5-7)13(17)18/h2-3,5-6H,4H2,1H3,(H,14,15)
",4-(4-Chloro-3-nitrophenyl)-3-methyl-4-oxobutanoic acid
3542-36-7,CASRN,DTXSID2029662,Dichloro(dioctyl)stannane,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,3542-36-7,SBOSGIJGEHWBKV-UHFFFAOYSA-L,"InChI=1S/2C8H17.2ClH.Sn/c2*1-3-5-7-8-6-4-2;;;/h2*1,3-8H2,2H3;2*1H;/q;;;;+2/p-2
",Dichloro(dioctyl)stannane
155601-30-2,CASRN,DTXSID20165928,"4,5-Diamino-1-(2-hydroxyethyl)pyrazole sulfate",OS(O)(=O)=O.NC1=C(N)N(CCO)N=C1,155601-30-2,IBCDZZHMNXXYAP-UHFFFAOYSA-N,"InChI=1S/C5H10N4O.H2O4S/c6-4-3-8-9(1-2-10)5(4)7;1-5(2,3)4/h3,10H,1-2,6-7H2;(H2,1,2,3,4)
","Sulfuric acid--2-(4,5-diamino-1H-pyrazol-1-yl)ethan-1-ol (1/1)"
5445-19-2,CASRN,DTXSID9052715,Methyl 2-bromohexanoate,CCCCC(Br)C(=O)OC,5445-19-2,YGLPDRIMFIXNBI-UHFFFAOYSA-N,"InChI=1/C7H13BrO2/c1-3-4-5-6(8)7(9)10-2/h6H,3-5H2,1-2H3
",Methyl 2-bromohexanoate
629-03-8,CASRN,DTXSID4044452,"1,6-Dibromohexane",BrCCCCCCBr,629-03-8,SGRHVVLXEBNBDV-UHFFFAOYSA-N,"InChI=1S/C6H12Br2/c7-5-3-1-2-4-6-8/h1-6H2
","1,6-Dibromohexane"
26266-63-7,CASRN,DTXSID901015679,"Tetrahydro-1,3-isobenzofurandione",N/A,26266-63-7,N/A,N/A,N/A
1254940-85-6,CASRN,DTXSID901035790,4-(2-Methylpropyl)cyclohexanepropanal,CC(C)CC1CCC(CCC=O)CC1,1254940-85-6,XUTZHJNXAOHUTM-UHFFFAOYSA-N,"InChI=1S/C13H24O/c1-11(2)10-13-7-5-12(6-8-13)4-3-9-14/h9,11-13H,3-8,10H2,1-2H3
",N/A
927395-20-8,CASRN,DTXSID201019913,3-(tert-Butyldimethylsilylthio)propyldimethoxymethylsilane,CO[Si](C)(CCCS[Si](C)(C)C(C)(C)C)OC,927395-20-8,APSWPUQBZTULCI-UHFFFAOYSA-N,"InChI=1S/C12H30O2SSi2/c1-12(2,3)16(6,7)15-10-9-11-17(8,13-4)14-5/h9-11H2,1-8H3
","3-Methoxy-3,8,8,9,9-pentamethyl-2-oxa-7-thia-3,8-disiladecane"
28961-43-5,CASRN,DTXSID3027950,Trimethylolpropane ethoxylate triacrylate,"CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C |lp:4:2,7:2,9:2,13:2,16:2,18:2,22:2,25:2,27:2,Sg:n:4,5,6::ht,Sg:n:24,23,22::ht,Sg:n:15,14,13::ht|",28961-43-5,N/A,"InChI=1S/C21H32O9/c1-5-18(22)28-12-9-25-15-21(8-4,16-26-10-13-29-19(23)6-2)17-27-11-14-30-20(24)7-3/h5-7H,1-3,8-17H2,4H3
",N/A
122-52-1,CASRN,DTXSID2026991,Triethyl phosphite,CCOP(OCC)OCC,122-52-1,BDZBKCUKTQZUTL-UHFFFAOYSA-N,"InChI=1S/C6H15O3P/c1-4-7-10(8-5-2)9-6-3/h4-6H2,1-3H3
",Triethyl phosphite
84204-70-6,CASRN,DTXSID701024026,"Cobaltate(3-​)​, bis[3-​[2-​[4,​5-​dihydro-​3-​methyl-​5-​(oxo-​κO)​-​1-​phenyl-​1H-​pyrazol-​4-​yl]​diazenyl-​κN1]​-​2-​(hydroxy-​κO)​-​5-​nitrobenzenesulfonat​o(3-​)​]​-​, sodium (1:3)",[Na+].[Na+].[Na+].[Co+3].CC1=NN(C(=O)[C-]1N=NC1=C([O-])C(=CC(=C1)[N+]([O-])=O)S([O-])(=O)=O)C1=CC=CC=C1.CC1=NN(C(=O)[C-]1N=NC1=C([O-])C(=CC(=C1)[N+]([O-])=O)S([O-])(=O)=O)C1=CC=CC=C1,84204-70-6,KBUJGMBWACLMTC-UHFFFAOYSA-J,"InChI=1S/2C16H12N5O7S.Co.3Na/c2*1-9-14(16(23)20(19-9)10-5-3-2-4-6-10)18-17-12-7-11(21(24)25)8-13(15(12)22)29(26,27)28;;;;/h2*2-8,22H,1H3,(H,26,27,28);;;;/q2*-1;+3;3*+1/p-4
",N/A
49556-16-3,CASRN,DTXSID20894706,"Neodecanoic acid, tin(2+) salt (2:1)",N/A,49556-16-3,N/A,N/A,N/A
14024-61-4,CASRN,DTXSID50897725,Palladium acetylacetonate,[Pd++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,14024-61-4,PLYDYQGKZLDFTI-UHFFFAOYSA-N,"InChI=1S/2C5H7O2.Pd/c2*1-4(6)3-5(2)7;/h2*3H,1-2H3;/q2*-1;+2
","Bis(pentane-2,4-dionato-kappa~2~O~2~,O~4~)palladium"
108-67-8,CASRN,DTXSID6026797,"1,3,5-Trimethylbenzene",CC1=CC(C)=CC(C)=C1,108-67-8,AUHZEENZYGFFBQ-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3
","1,3,5-Trimethylbenzene"
65996-93-2,CASRN,DTXSID1028285,"Pitch, coal tar, high-temp.",N/A,65996-93-2,N/A,N/A,N/A
7786-81-4,CASRN,DTXSID6023787,Nickel sulfate,[Ni++].[O-]S([O-])(=O)=O,7786-81-4,LGQLOGILCSXPEA-UHFFFAOYSA-L,"InChI=1S/Ni.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2
",Nickel(2+) sulfate
28182-81-2,CASRN,DTXSID7058753,Hexamethylene diisocyanate homopolymer,N/A,28182-81-2,N/A,N/A,N/A
96-09-3,CASRN,DTXSID2021286,Styrene oxide,C1OC1C1=CC=CC=C1,96-09-3,AWMVMTVKBNGEAK-UHFFFAOYSA-N,"InChI=1/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2
",2-Phenyloxirane
172529-93-0,CASRN,DTXSID90433242,Dimethyl [2-(2-amino-6-chloro-9H-purin-9-yl)ethyl]propanedioate,COC(=O)C(CCN1C=NC2=C1N=C(N)N=C2Cl)C(=O)OC,172529-93-0,SALNWJHEVGXTER-UHFFFAOYSA-N,"InChI=1S/C12H14ClN5O4/c1-21-10(19)6(11(20)22-2)3-4-18-5-15-7-8(13)16-12(14)17-9(7)18/h5-6H,3-4H2,1-2H3,(H2,14,16,17)
",Dimethyl [2-(2-amino-6-chloro-9H-purin-9-yl)ethyl]propanedioate
95-02-3,CASRN,DTXSID40241713,2-Methyl-4-amino-5-aminomethylpyrimidine,CC1=NC=C(CN)C(N)=N1,95-02-3,OZOHTVFCSKFMLL-UHFFFAOYSA-N,"InChI=1S/C6H10N4/c1-4-9-3-5(2-7)6(8)10-4/h3H,2,7H2,1H3,(H2,8,9,10)
",5-(Aminomethyl)-2-methylpyrimidin-4-amine
89-62-3,CASRN,DTXSID2025632,4-Methyl-2-nitroaniline,CC1=CC(=C(N)C=C1)[N+]([O-])=O,89-62-3,DLURHXYXQYMPLT-UHFFFAOYSA-N,"InChI=1S/C7H8N2O2/c1-5-2-3-6(8)7(4-5)9(10)11/h2-4H,8H2,1H3
",4-Methyl-2-nitroaniline
14177-55-0,CASRN,DTXSID50893984,Nickel molybdate(VI) (NiMoO4),[O--].[O--].[O--].[O--].[Ni++].[Mo+6],14177-55-0,PPCUWJIPZHIVNU-UHFFFAOYSA-N,"InChI=1S/Mo.Ni.4O/q+6;+2;4*-2
",Molybdenum(6+) nickel(2+) oxide (1/1/4)
140362-65-8,CASRN,DTXSID801074105,"Extract residues (coal tar), high-temp., naphthalene oil alk., distn. overheads",N/A,140362-65-8,N/A,N/A,N/A
146987-98-6,CASRN,DTXSID70894332,"Amides, C8-18 and C18-unsatd., N-[3-(dimethylamino)propyl]",N/A,146987-98-6,N/A,N/A,N/A
154581-97-2,CASRN,DTXSID301036007,(2E)-2-[(4-Methylphenyl)methylene]heptanal,CCCCC\C(C=O)=C/C1=CC=C(C)C=C1,154581-97-2,VHBOIZSCWFNPBM-RVDMUPIBSA-N,"InChI=1S/C15H20O/c1-3-4-5-6-15(12-16)11-14-9-7-13(2)8-10-14/h7-12H,3-6H2,1-2H3/b15-11+
",N/A
1624-02-8,CASRN,DTXSID4061830,"Chromic acid (H2CrO4), bis(triphenylsilyl) ester",O=[Cr](=O)(O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,1624-02-8,AQLZCGLPNYEIDH-UHFFFAOYSA-N,"InChI=1S/2C18H15OSi.Cr.2O/c2*19-20(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18;;;/h2*1-15H;;;/q2*-1;+2;;
",Bis(oxido)[bis(triphenylsilanolato)]chromium
2519-30-4,CASRN,DTXSID2020183,Black PN,[Na+].[Na+].[Na+].[Na+].CC(=O)NC1=C2C(O)=CC(=CC2=C(C=C1)S([O-])(=O)=O)S([O-])(=O)=O.[O-]S(=O)(=O)C1=CC=C(C=C1)N=NC1=C2C=CC(=CC2=CC=C1)S([O-])(=O)=O,2519-30-4,ZRDNZZOXAHYNSK-UHFFFAOYSA-J,"InChI=1S/C16H12N2O6S2.C12H11NO8S2.4Na/c19-25(20,21)13-6-4-12(5-7-13)17-18-16-3-1-2-11-10-14(26(22,23)24)8-9-15(11)16;1-6(14)13-9-2-3-11(23(19,20)21)8-4-7(22(16,17)18)5-10(15)12(8)9;;;;/h1-10H,(H,19,20,21)(H,22,23,24);2-5,15H,1H3,(H,13,14)(H,16,17,18)(H,19,20,21);;;;/q;;4*+1/p-4
","Sodium 4-acetamido-5-hydroxynaphthalene-1,7-disulfonate 5-[(4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate (4/1/1)"
173011-06-8,CASRN,DTXSID301036102,"1-Butanamine, N-butyl-, reaction products with polyethylene-polypropylene glycol ether with trimethylolpropane (3:1) acrylate",N/A,173011-06-8,N/A,N/A,N/A
108-99-6,CASRN,DTXSID9021897,3-Methylpyridine,CC1=CC=CN=C1,108-99-6,ITQTTZVARXURQS-UHFFFAOYSA-N,"InChI=1S/C6H7N/c1-6-3-2-4-7-5-6/h2-5H,1H3
",3-Methylpyridine
1471315-74-8,CASRN,DTXSID301072128,"Amines, C12-14-tert-alkyl, C14-18 and C18-unsatd.-alkyl phosphates",N/A,1471315-74-8,N/A,N/A,N/A
95-47-6,CASRN,DTXSID3021807,o-Xylene,CC1=C(C)C=CC=C1,95-47-6,CTQNGGLPUBDAKN-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3
","1,2-Xylene"
12158-37-1,CASRN,DTXSID601019753,Chromium hydroxide nitrate (Cr(OH)(NO3)2),O[Cr](O[N+]([O-])=O)O[N+]([O-])=O,12158-37-1,MLBRNNHPFANLJS-UHFFFAOYSA-M,"InChI=1S/Cr.2NO3.H2O/c;2*2-1(3)4;/h;;;1H2/q+3;2*-1;/p-1
",Chromium(3+) hydroxide nitrate (1/1/2)
1093653-57-6,CASRN,DTXSID30889269,"Butanal, 4-(heptyloxy)-3-methyl-",CCCCCCCOCC(C)CC=O,1093653-57-6,SUMGKDNQUWFTJW-UHFFFAOYSA-N,"InChI=1/C12H24O2/c1-3-4-5-6-7-10-14-11-12(2)8-9-13/h9,12H,3-8,10-11H2,1-2H3
",4-(Heptyloxy)-3-methylbutanal
208711-58-4,CASRN,DTXSID901036150,"3(2H)-Benzofuranone, O-methyloxime",CON=C1COC2=C1C=CC=C2,208711-58-4,RKNNOQIDQDTNSB-UHFFFAOYSA-N,"InChI=1S/C9H9NO2/c1-11-10-8-6-12-9-5-3-2-4-7(8)9/h2-5H,6H2,1H3
",N/A
91081-22-0,CASRN,DTXSID701072499,"Resin acids and Rosin acids, fumarated, compds. with triethanolamine",N/A,91081-22-0,N/A,N/A,N/A
84082-70-2,CASRN,DTXSID801010195,"Peppermint, ext.",N/A,84082-70-2,N/A,N/A,N/A
13048-33-4,CASRN,DTXSID9025401,"1,6-Hexanediol diacrylate",C=CC(=O)OCCCCCCOC(=O)C=C,13048-33-4,FIHBHSQYSYVZQE-UHFFFAOYSA-N,"InChI=1S/C12H18O4/c1-3-11(13)15-9-7-5-6-8-10-16-12(14)4-2/h3-4H,1-2,5-10H2
","Hexane-1,6-diyl diprop-2-enoate"
85561-43-9,CASRN,DTXSID30234750,Chromium propionate,[Cr+3].CCC([O-])=O.CCC([O-])=O.CCC([O-])=O,85561-43-9,PYXSPTLIBJZHQW-UHFFFAOYSA-K,"InChI=1S/3C3H6O2.Cr/c3*1-2-3(4)5;/h3*2H2,1H3,(H,4,5);/q;;;+3/p-3
",Chromium(3+) tripropanoate
119-36-8,CASRN,DTXSID5025659,Methyl salicylate,COC(=O)C1=C(O)C=CC=C1,119-36-8,OSWPMRLSEDHDFF-UHFFFAOYSA-N,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3
",Methyl 2-hydroxybenzoate
74462-02-5,CASRN,DTXSID10549339,"4,4'-(2-Ethylhexane-1,1-diyl)diphenol",CCCCC(CC)C(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,74462-02-5,XXHIPRDUAVCXHW-UHFFFAOYSA-N,"InChI=1S/C20H26O2/c1-3-5-6-15(4-2)20(16-7-11-18(21)12-8-16)17-9-13-19(22)14-10-17/h7-15,20-22H,3-6H2,1-2H3
","4,4'-(2-Ethylhexane-1,1-diyl)diphenol"
860-22-0,CASRN,DTXSID1020190,C.I. Acid Blue 74,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC(C(=O)C2=C1)=C1NC2=CC=C(C=C2C1=O)S([O-])(=O)=O,860-22-0,KHLVKKOJDHCJMG-UHFFFAOYSA-L,"InChI=1S/C16H10N2O8S2.2Na/c19-15-9-5-7(27(21,22)23)1-3-11(9)17-13(15)14-16(20)10-6-8(28(24,25)26)2-4-12(10)18-14;;/h1-6,17-18H,(H,21,22,23)(H,24,25,26);;/q;2*+1/p-2
","Disodium 3-oxo-2-(3-oxo-5-sulfonato-1,3-dihydro-2H-indol-2-ylidene)-2,3-dihydro-1H-indole-5-sulfonate"
134127-48-3,CASRN,DTXSID101019841,IR Dye 23b,CC1=CC=C(C=C1)S([O-])(=O)=O.CN1C2=C(C3=CC=CC=C3C=C2)C(C)(C)C1=CC=C1CCCC(C=CC2=[N+](C)C3=C(C4=CC=CC=C4C=C3)C2(C)C)=C1Cl,134127-48-3,LQVQHHTYXSPHSQ-UHFFFAOYSA-M,"InChI=1S/C40H40ClN2.C7H8O3S/c1-39(2)34(42(5)32-22-18-26-12-7-9-16-30(26)36(32)39)24-20-28-14-11-15-29(38(28)41)21-25-35-40(3,4)37-31-17-10-8-13-27(31)19-23-33(37)43(35)6;1-6-2-4-7(5-3-6)11(8,9)10/h7-10,12-13,16-25H,11,14-15H2,1-6H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1
","2-(2-{2-Chloro-3-[2-(1,1,3-trimethyl-1,3-dihydro-2H-benzo[e]indol-2-ylidene)ethylidene]cyclohex-1-en-1-yl}ethenyl)-1,1,3-trimethyl-1H-benzo[e]indol-3-ium 4-methylbenzene-1-sulfonate"
106-02-5,CASRN,DTXSID6044359,Pentadecan-15-olide,O=C1CCCCCCCCCCCCCCO1,106-02-5,FKUPPRZPSYCDRS-UHFFFAOYSA-N,"InChI=1S/C15H28O2/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-17-15/h1-14H2
",1-Oxacyclohexadecan-2-one
92077-08-2,CASRN,DTXSID00919380,"3-[3-(Prop-2-en-1-yl)hexa-2,5-dien-1-yl]oxolane-2,5-dione",C=CCC(CC=C)=CCC1CC(=O)OC1=O,92077-08-2,QUCDJSNYZJGWIA-UHFFFAOYSA-N,"InChI=1/C13H16O3/c1-3-5-10(6-4-2)7-8-11-9-12(14)16-13(11)15/h3-4,7,11H,1-2,5-6,8-9H2
","3-[3-(Prop-2-en-1-yl)hexa-2,5-dien-1-yl]oxolane-2,5-dione"
44914-03-6,CASRN,DTXSID8029367,"2-Propenoic acid, 2-methylbutyl ester",CCC(C)COC(=O)C=C,44914-03-6,NCTBYWFEJFTVEL-UHFFFAOYSA-N,"InChI=1/C8H14O2/c1-4-7(3)6-10-8(9)5-2/h5,7H,2,4,6H2,1,3H3
",2-Methylbutyl prop-2-enoate
64742-82-1,CASRN,DTXSID0028240,"Naphtha, petroleum, hydrodesulfurized heavy",N/A,64742-82-1,N/A,N/A,N/A
106-24-1,CASRN,DTXSID8026727,"(2E)-3,7-Dimethyl-2,6-octadien-1-ol",CC(C)=CCC\C(C)=C\CO,106-24-1,GLZPCOQZEFWAFX-JXMROGBWSA-N,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+
","(2E)-3,7-Dimethylocta-2,6-dien-1-ol"
10191-41-0,CASRN,DTXSID8021355,alpha-Tocopherol,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,10191-41-0,GVJHHUAWPYXKBD-UHFFFAOYSA-N,"InChI=1/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3
","2,5,7,8-Tetramethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydro-2H-1-benzopyran-6-ol"
