CASRN,Canonical_QSARr
86-39-5,O=C1C2=CC=CC=C2SC2=CC=C(Cl)C=C21
877399-00-3,CC(OC1C=C(Br)C=NC=1N)C1C(Cl)=C(F)C=CC=1Cl
23783-42-8,COCCOCCOCCOCCO
1120-24-7,CCCCCCCCCCN(C)C
103043-58-9,CCCCCC(COC(=O)CCCCC(=O)OCC(CCC)CCCCC)CCC
3753-18-2,COCC1C=CC(=CC=1)C1C=CC(COC)=CC=1
28016-00-4,CCCCCCCCCC1=C(C2C=CC=CC=2C=C1CCCCCCCCC)S(O)(=O)=O
129423-54-7,CC1=NN(C2C=C(C=CC=2)S(O)(=O)=O)C(=O)C1N=NC1C=C(Cl)C(C)=CC=1S(O)(=O)=O
107-52-8,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
95-68-1,CC1=CC(C)=C(N)C=C1
12236-64-5,CC(=O)NC1C=CC(=CC=1)NC(=O)C1=CC2=CC=CC=C2C(N=NC2=CC(=CC=C2Cl)C(N)=O)=C1O
16260-27-8,CCCCCCCCCCCCCC(O)=O
5343-44-2,CCCCCCCCCCCC(=O)N(CCCC)CCCC
2344-80-1,C[Si](C)(C)CCl
33456-68-7,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1C=CC(=CC=1)S(N)(=O)=O)C2=O
25157-64-6,O=C1NC(=O)C(N=NC2C(=O)NC(=O)NC2=O)C(=O)N1
103597-45-1,CC(C)(C)CC(C)(C)C1=CC(CC2C=C(C=C(C=2O)N2N=C3C=CC=CC3=N2)C(C)(C)CC(C)(C)C)=C(O)C(=C1)N1N=C2C=CC=CC2=N1
583-55-1,BrC1C=CC=CC=1I
2901-13-5,CC(C)(C(=O)OCC)C1C=CC=CC=1
19900-69-7,CC(C)C1C=C(CC2=CC(C(C)C)=C(N)C(=C2)C(C)C)C=C(C(C)C)C=1N
3874-54-2,O=C(CCCCl)C1C=CC(F)=CC=1
24731-73-5,CC(=O)CC(=O)NC1C=CC(=CC=1)NC(=O)CC(C)=O
134652-60-1,CC(=C)C(=O)O[Si](C(C)C)(C(C)C)C(C)C
1073607-50-7,CC1(C)C2=C(C=CC3C=CC=CC=32)[N+](CCCCS(O)(=O)=O)=C1C=CC1CCCC(=CC=C2N(CCCCS(O)(=O)=O)C3C=CC4C=CC=CC=4C=3C2(C)C)C=1Cl
36687-82-8,C[N+](C)(C)CC(O)CC(O)=O
99305-42-7,CCCCOC(=O)NC1CCC(CC2CCC(CC2)NC(=O)OCCCC)CC1
931-40-8,OCC1COC(=O)O1
1271172-98-5,NC1N=C(N)NC(=N)N=1
39670-09-2,CC(=C)C(=O)OCCOCCOCCOCC
83857-96-9,CCCCC1NC(Cl)=C(C=O)N=1
17465-86-0,OC1C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(OC9OC(CO)C(OC(OC2CO)C1O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
879-57-2,CCOC1=CC=CC=C1C(N)=NO
2156-97-0,CCCCCCCCCCCCOC(=O)C=C
13223-43-3,COC1C=C(OC)N2N=C(N)N=C2N=1
102-56-7,COC1C=CC(=CC=1N)OC
2726-73-0,CCCCCCC(O)CCCCCCCCCCCO
122-63-4,CCC(=O)OCC1C=CC=CC=1
119959-84-1,CC1C=C(C=CC=1OC(=O)C1C=CC(O)=CC=1)OC(=O)C1C=CC(O)=CC=1
3386-33-2,CCCCCCCCCCCCCCCCCCCl
93-70-9,CC(=O)CC(=O)NC1C=CC=CC=1Cl
77745-66-5,CC(C)CCCCCCCCCCOP(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C
17980-47-1,CC(C)C[Si](OCC)(OCC)OCC
183476-82-6,CCCCCCCCC(CCCCCC)C(=O)OCC(OC(=O)C(CCCCCC)CCCCCCCC)C1OC(=O)C(OC(=O)C(CCCCCCCC)CCCCCC)=C1OC(=O)C(CCCCCC)CCCCCCCC
3709-71-5,FC(F)(F)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F
116-16-5,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
68418-51-9,O=C(C1C=CC=CC=1)C1(F)CC=C(F)C=C1
67786-25-8,CC(O)CN(CC(C)O)C1N=C(NC2C=C(C(C=CC3C=CC(=CC=3S(O)(=O)=O)NC3=NC(=NC(NC4C=CC(=CC=4)S(O)(=O)=O)=N3)N(CC(C)O)CC(C)O)=CC=2)S(O)(=O)=O)N=C(NC2C=CC(=CC=2)S(O)(=O)=O)N=1
474510-57-1,CC(C)(O)C(=O)C1C=CC(CC2C=CC(=CC=2)C(=O)C(C)(C)O)=CC=1
883794-93-2,C1CO[Si]2(CCCSSCCC[Si]34OCCN(CCO3)CCO4)OCCN1CCO2
342573-75-5,CCN1C=[N+](C)C=C1
94-91-7,CC(CN=CC1=CC=CC=C1O)N=CC1=CC=CC=C1O
40306-75-0,CC(=O)NC1=CC(=CC(N)=C1O)S(O)(=O)=O
899-79-6,COC1=CC2CCCC(=CCC3(C)C(=O)CCC3=O)C=2C=C1
26116-57-4,COC1(C)CC(OC(C)C1O)OC1C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NO)C(C)C(O)C(C)(O)C(CC)OC(=O)C1C
25869-00-5,C#N
617-52-7,COC(=O)CC(=C)C(=O)OC
1497420-94-6,CCCCCCOC1CCC(C)(C)O1
85187-23-1,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1[N+]([O-])=O)[N+]([O-])=O
298692-41-8,CC(C)OC(=O)NP(N)(N)=O
540734-22-3,CC1C=CCC(C)(C)C1C(=O)OC
84-51-5,CCC1=CC2=C(C=C1)C(=O)C1C=CC=CC=1C2=O
29911-27-1,CCCOCC(C)OCC(C)O
371771-07-2,CC(C)(CS(C)=O)N=C(O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1C)C(F)(C(F)(F)F)C(F)(F)F
50-89-5,CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O
840-65-3,COC(=O)C1=CC2C=CC(=CC=2C=C1)C(=O)OC
2605-79-0,CCCCCCCCCC[N+](C)(C)[O-]
494799-38-1,COC(=O)C1C=C2C(=CC=1)C(=CN2C)C1CCCC1
26787-78-0,CC1(C)SC2C(NC(=O)C(N)C3C=CC(O)=CC=3)C(=O)N2C1C(O)=O
46830-22-2,C[N+](C)(CC1C=CC=CC=1)CCOC(=O)C=C
84632-59-7,CC(C)(C)C1C=CC(=CC=1)C1=NC(=O)C2C1C(=O)NC=2C1C=CC(=CC=1)C(C)(C)C
52793-11-0,CC(=O)CC(=O)NC1=CC(Cl)=CC=C1OC
110-83-8,C1CCCC=C1
1333481-90-5,OC1CC(CCN2C(=O)C3=CC=CC=C3C2=O)OC(O)C1
112-69-6,CCCCCCCCCCCCCCCCN(C)C
1003859-14-0,FC(F)CNCC1C=NC(Cl)=CC=1
14078-41-2,CC(C)(C)C1=CC(=CC(C2C=C(C=C(C=2O)C(C)(C)C)OC)=C1O)OC
105194-34-1,O=C1N=C(C2C1=C(NC2=O)C1C=CC(=CC=1)C1C=CC=CC=1)C1C=CC(Cl)=CC=1
6471-50-7,CC1C=CC=CC=1NC(=O)C1C=C2C=CC=CC2=C(N=NC2C=CC(Cl)=CC=2[N+]([O-])=O)C=1O
224785-90-4,CC1N=C(CCC)N2NC(=NC(=O)C2=1)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC1)CC
19224-29-4,CC(C)(C1C=CC(=CC=1)OCCOC(C)=O)C1C=CC(=CC=1)OCCOC(C)=O
87010-29-5,OCCCN1CCOC1=O
49564-57-0,CC1C=C(N)C(=CC=1S(=O)(=O)NC)OC
56-89-3,NC(CSSCC(N)C(O)=O)C(O)=O
2162-74-5,CC(C)C1C=CC=C(C(C)C)C=1N=C=NC1C(=CC=CC=1C(C)C)C(C)C
69184-17-4,COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl
302-23-8,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2(OC(C)=O)C(C)=O
75-26-3,CC(C)Br
68584-22-5,CCCCCCCCCC
63187-91-7,CC(C)C1CCC(C)CC21OC(CO2)CO
114772-54-2,N#CC1=CC=CC=C1C1C=CC(CBr)=CC=1
22174-70-5,CCCCC(COCOCC(CCCC)CC)CC
60-35-5,CC(N)=O
67-51-6,CC1=CC(C)=NN1
7398-69-8,C[N+](C)(CC=C)CC=C
1193-24-4,OC1C=C(O)N=CN=1
26401-35-4,CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C
1393708-17-2,CCN(CC)C(=O)C1=C[N+](CCCS([O-])(=O)=O)=CC=C1
14543-49-8,COCC=CCCCC=C
5698-98-6,C=CC(O)=O
10109-95-2,OC(=O)C1C=C(NC2C=CC=CC=2)C(=CC=1NC1C=CC=CC=1)C(O)=O
84632-50-8,N#CC1=CC(=CC=C1)C1NC(=O)C2C=1C(=O)N=C2C1=CC(=CC=C1)C#N
2976-74-1,OC(=O)COC1C=CC=C(Cl)C=1Cl
111-34-2,CCCCOC=C
131513-00-3,C=CC(=O)OCCCCOC(=O)OC1C=CC(=CC=1)C(=O)C1C=CC=CC=1
126-57-8,CCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC
297730-93-9,CCOC(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
107898-54-4,CC(O)C(C)(C)C=CC1CC=C(C)C1(C)C
3081-14-9,CC(C)CCC(C)NC1C=CC(=CC=1)NC(C)CCC(C)C
14221-01-3,C1=CC=CC=C1P(C1C=CC=CC=1)C1C=CC=CC=1
143-24-8,COCCOCCOCCOCCOC
89392-03-0,COC1=CC(=NC(NC(=O)OC2C=CC=CC=2)=N1)OC
2687-96-9,CCCCCCCCCCCCN1CCCC1=O
12225-18-2,CC(=O)C(N=NC1=CC(OC)=C(C=C1OC)S(=O)(=O)NC1C=CC=CC=1)C(=O)NC1=CC(OC)=C(Cl)C=C1OC
3520-72-7,CC1=NN(C2C=CC=CC=2)C(=O)C1N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC1C(=O)N(N=C1C)C1C=CC=CC=1
5372-81-6,COC(=O)C1C=C(N)C(=CC=1)C(=O)OC
6615-00-5,CC12CC(O)C3C(CCC4=CC(=O)CCC43)C1CCC2=O
1333488-95-1,COC(=O)C(=CC1C=CC=C2OC(F)(F)OC=12)C#N
109293-98-3,CC(N=NC(=O)NC1C=C(F)C=C(F)C=1)C1N=CC=CC=1C(O)=O
72-18-4,CC(C)C(N)C(O)=O
42399-49-5,COC1=CC=C(C=C1)C1SC2=CC=CC=C2NC(=O)C1O
13501-76-3,C[Si](CCCCl)(OCC)OCC
6358-37-8,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(=O)NC1C=CC(C)=CC=1)C(C)=O)C(=O)NC1C=CC(C)=CC=1
1006-23-1,NC1N=C(N)N=C(N)C=1N=O
70210-05-8,CC1C=CC(=CC=1)S(=O)(=O)NC1=CC(=CC2=CC(=C(N=NC3C=CC(=CC=3OC3C=CC=CC=3C)OC3C=CC=CC=3C)C(O)=C12)S(O)(=O)=O)S(O)(=O)=O
629-11-8,OCCCCCCO
494-19-9,C1CC2=CC=CC=C2NC2=CC=CC=C21
7474-78-4,NC1=CC(=CC=C1N)S(O)(=O)=O
34432-92-3,CC(C)COC(C)OCCN(CC)C1=CC=C(C=C1)N=NC1=CC=CC=C1
115895-09-5,CCOC(=O)C1=CC(Cl)=C(OC(=O)OCCCCCCCCCCCCCCCC)C(Cl)=C1
119895-68-0,O=CC1C=CC=C2OC(F)(F)OC2=1
5398-29-8,NC(=N)SCCC(O)=O
21643-42-5,CCCCCCCCCCCCCCOC(=O)C=C
62899-75-6,CCN(C1CCCCC1)C(=O)Cl
914918-26-6,COC(=O)C1C=C(C=CC=1OC(=O)C1=CC2=CC=C(C=C2C=C1)OC(=O)OCCCCOC(=O)C=C)OC(=O)C1=CC2=CC=C(C=C2C=C1)OC(=O)OCCCCOC(=O)C=C
474754-93-3,CC1C=C(NC(=O)C(CCCCCC)CCCCCCCC)C(O)=CC=1
2149581-44-0,CC(=C)C(=O)OCCOCCOC1C=CC(=CC=1)C(=O)C1C=CC=CC=1
38083-17-9,CC(C)(C)C(=O)C(OC1C=CC(Cl)=CC=1)N1C=NC=C1
45021-77-0,C[N+](C)(C)CCCNC(=O)C=C
141645-16-1,CCCCC1OC2C=CC(=CC=2C=1C(=O)C1C=CC(O)=CC=1)[N+]([O-])=O
64131-85-7,[O-][N+](=O)C1C=CC(=CC=1)OP(=S)(OC1C=CC(=CC=1)[N+]([O-])=O)OC1C=CC(=CC=1)[N+]([O-])=O
73-22-3,NC(CC1=CNC2=CC=CC=C21)C(O)=O
76318-69-9,CC12CCC(=O)NC1CCC1C2CCC2(C)C1CCC2=O
35123-06-9,CC(O)C(=O)N(C)C
120298-38-6,CC(=O)NC1CC(C)S(=O)(=O)C2SC(=CC=21)S(N)(=O)=O
379268-96-9,CC(C)(C)C1=NN2N=C(NC2=C1Cl)C1=CC=C(C=C1)NC(=O)COC(=O)C(CCCCCC)CCCCCCCC
1271488-66-4,CCCCCC1C(CCC1=O)C(=O)OC
2402-79-1,ClC1=CC(Cl)=C(Cl)N=C1Cl
144702-27-2,CN1C(=NC2=CC=CC=C12)C1C=C(C)C2N=C(CCC)N(CC3C=CC(=CC=3)C3=CC=CC=C3C#N)C=2C=1
3101-60-8,CC(C)(C)C1C=CC(=CC=1)OCC1CO1
1472-93-1,COC(=O)CCCCCCCCCCCCCCCCC(=O)OC
35501-23-6,CCCCN(C[Si](OCC)(OCC)OCC)CCCC
632-79-1,O=C1OC(=O)C2C1=C(Br)C(Br)=C(Br)C=2Br
355-02-2,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
5165-97-9,CC(C)(CS(O)(=O)=O)NC(=O)C=C
59673-82-4,COC(=O)C1C=CC(=CC=1N)C(=O)NC1=CC(Cl)=CC=C1Cl
727678-39-9,CC(C)(C)C1C=C(NC(=O)C(C2=NC3=CC=CC=C3S(=O)(=O)N2CCCOCCCC)N2C(=O)C(C)(C)OC2=O)C(=CC=1)SCC(CCCC)CC
162691-59-0,CC1(C)CC2OC(C)OC2=C(C)C1(O)C#CC(C)(C=C)OC(C)OCC
1467668-33-2,CC(C)(CC(C)O)OOC(=O)C(C)(CCCCC)CC
131-57-7,COC1C=C(O)C(=CC=1)C(=O)C1C=CC=CC=1
57-88-5,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
1487263-87-5,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O
18916-17-1,CC1OC(OC2C(OC(CO)C(O)C2O)OC2=CC(O)=C(C(=O)CCC3C=CC(O)=CC=3)C(O)=C2)C(O)C(O)C1O
38051-10-4,O=P(OCCCl)(OCCCl)OCC(COP(=O)(OCCCl)OCCCl)(CCl)CCl
13223-03-5,CC(=C)C(=O)OCC[N+](C)(C)CC
135-61-5,CC1C=CC=CC=1NC(=O)C1C=C2C=CC=CC2=CC=1O
1843-03-4,CC(CC(C1=CC(=C(O)C=C1C)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C
94361-26-9,CC(C1CC1)C1(CO1)C1C=CC(Cl)=CC=1
330-54-1,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1
1333490-26-8,CN1CCN(CCCOC2=CC(=CC=C2OC)N=CC(C#N)C(=O)NC2=CC(OC)=C(Cl)C=C2Cl)CC1
2044-64-6,CC(=O)CC(=O)N(C)C
73912-21-7,CC1=CC2CC3C=C(C)C=C(C4CCCCC4)C=3OP(O)OC=2C(=C1)C1CCCCC1
142-19-8,CCCCCCC(=O)OCC=C
139189-30-3,CC1C=CC=C(C)C=1OP(=O)(OC1C=C(C=CC=1)OP(=O)(OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C
87135-01-1,CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC
19444-21-4,CC(C)(O)C(=O)OCC=C
178671-69-7,N#CCC(=O)OCC(COC(=O)CC#N)(COC(=O)CC#N)COC(=O)CC#N
56-84-8,NC(CC(O)=O)C(O)=O
77-86-1,NC(CO)(CO)CO
83261-15-8,CC(C)COC(=O)C(C)Cl
92-15-9,CC(=O)CC(=O)NC1C=CC=CC=1OC
7785-70-8,CC1=CCC2CC1C2(C)C
97-86-9,CC(=C)C(=O)OCC(C)C
28068-91-9,CC(C)C(C)(C)C1CCC(=O)C(C)C1
140-26-1,CC(C)CC(=O)OCCC1C=CC=CC=1
187674-70-0,CC1C=C(NC2N=C(N=C(N=2)SCCCS(O)(=O)=O)SCCCS(O)(=O)=O)C(=CC=1N=NC1C=C(C2C=CC=C(C=2C=1)S(O)(=O)=O)S(O)(=O)=O)OC
84029-45-8,CC1C=CC(=CC=1[N+]([O-])=O)C(=O)NC1C=CC(=CC=1)S(O)(=O)=O
20407-84-5,CCCCCCCCCC=CC=O
203929-12-8,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)I
114798-26-4,CCCCC1=NC(Cl)=C(CO)N1CC1C=CC(=CC=1)C1=CC=CC=C1C1NN=NN=1
213265-81-7,FC1C(CC2=CC=CC=C2Cl)=NC=NC=1Cl
7756-94-7,CC(C)(C)CC(C)(C)C=C(C)C
21282-97-3,CC(=O)CC(=O)OCCOC(=O)C(C)=C
14384-34-0,OC1CC2C3=CC=CC=C3NC=2CC1
119302-20-4,CC12CC(C(O)CC1CCC1C2CCC2(C)C1CC(C2O)N1CCCC1)N1CCOCC1
1917-44-8,O=C1N=C(NC(=N1)C1C=CC=CC=1)C1C=CC=CC=1
15308-01-7,O=C(CCl)N(C1C(Cl)=CC=CC=1Cl)C1C=CC=CC=1
1962-75-0,CCCCOC(=O)C1C=CC(=CC=1)C(=O)OCCCC
144-15-0,CC(=O)OC(CC(=O)OCC(CCCC)CC)(CC(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC
141-97-9,CC(=O)CC(=O)OCC
19234-20-9,CC(C)OCCOC(C)=O
67846-68-8,C[N+](C)(CCOC(=O)CCCCCCCCCCCCCCCCC)CCOC(=O)CCCCCCCCCCCCCCCCC
246871-16-9,N#CCCN(CCC#N)C1C=CC(=CC=1)N=NC1=C(Br)C=C(C=C1C(F)(F)F)[N+]([O-])=O
361366-16-7,CCOC(=O)C1(CCCCC1)OC(=O)CC1C=CC(Cl)=CC=1Cl
106006-84-2,CCC(=O)NC1CC2SC(N)=NC=2CC1
78-16-0,CCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC
70833-40-8,CCC(C)(C)OOC(=O)OCC(CCCC)CC
100-06-1,CC(=O)C1=CC=C(C=C1)OC
111-25-1,CCCCCCBr
82493-14-9,CCOC1=CC=CC=C1NC(=O)C(=O)NC1=CC=C(CCCCCCCCCC(C)C)C=C1
85-98-3,CCN(C(=O)N(CC)C1C=CC=CC=1)C1C=CC=CC=1
39072-70-3,O=C(NCC1C=CC=CC=1)NCCCCCCNC(=O)NCC1C=CC=CC=1
91-56-5,O=C1C2C=CC=CC=2NC1=O
5039-78-1,CC(=C)C(=O)OCC[N+](C)(C)C
5102-83-0,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(=O)NC1C=CC(C)=CC=1C)C(C)=O)C(=O)NC1C=CC(C)=CC=1C
247569-56-8,CS(=O)(=O)C1=CC(C(O)=O)=C(F)C=C1
629-03-8,BrCCCCCCBr
1254940-85-6,CC(C)CC1CCC(CCC=O)CC1
924-88-9,CC(C)OC(=O)CCC(=O)OC(C)C
79026-02-1,N#CC1C=C(C=CC=1)C=CC1C=CC(C=CC2C=CC(=CC=2)C#N)=CC=1
6358-31-2,CC(=O)C(N=NC1=CC=C(C=C1OC)[N+]([O-])=O)C(=O)NC1=CC=CC=C1OC
657-27-2,NCCCCC(N)C(O)=O
160844-75-7,CC1N=C(SC=1C(=O)OCC)C1C=C(C#N)C(=CC=1)OCC(C)C
7381-13-7,O=C(C1C=C(C=CC=1)C(=O)N1CCCCCC1=O)N1CCCCCC1=O
73936-91-1,CC(C)(C)CC(C)(C)C1C=C(C(O)=C(C=1)N1N=C2C=CC=CC2=N1)C(C)(C)C1C=CC=CC=1
111-91-1,ClCCOCOCCCl
503614-91-3,COC1C=CC(=CC=1)N1N=C(C2CCN(C3C=CC(=CC=3)N3CCCCC3=O)C(=O)C1=2)C(=O)OCC
84803-57-6,CC1=CC(=CC(C)=C1CC#N)C(C)(C)C
134605-64-4,CC(C)(OC(=O)C1C=C(C=CC=1Cl)N1C(=O)C=C(N(C)C1=O)C(F)(F)F)C(=O)OCC=C
85-73-4,OC(=O)C1C=CC=CC=1C(=O)NC1C=CC(=CC=1)S(=O)(=O)NC1=NC=CS1
110-26-9,C=CC(=O)NCNC(=O)C=C
204254-84-2,CCOC(=O)C1CC(OS(C)(=C)=C)C2OC(C)(C)OC2C=1
1002-67-1,COCCOCCOCC
2386-87-0,O=C(OCC1CC2OC2CC1)C1CC2OC2CC1
66069-34-9,OC(=O)C1C(=CCO)OC2CC(=O)N21
119-17-5,CC1CC(=O)N(N=1)C1=CC(=CC=C1)S(O)(=O)=O
4435-53-4,COC(C)CCOC(C)=O
35176-06-8,OCCNCCO
54807-34-0,CC1(C)NC(=O)NC1=O
1093653-57-6,CCCCCCCOCC(C)CC=O
208711-58-4,CON=C1COC2C=CC=CC1=2
89-48-5,CC(C)C1CCC(C)CC1OC(C)=O
86960-46-5,CCCCCCCCCC(=O)OC1C=CC(=CC=1)C(O)=O
28043-10-9,CC1=CCCC(C)(C)C1C(=O)OC
1047-16-1,O=C1C2C=C3NC4C=CC=CC=4C(=O)C3=CC=2NC2C=CC=CC1=2
84268-33-7,COC(=O)CCC1C=C(C(O)=C(C=1)C(C)(C)C)N1N=C2C=CC=CC2=N1
134127-48-3,CC1(C)C2C3=CC=CC=C3C=CC=2[N+](C)=C1C=CC1CCCC(=CC=C2N(C)C3C=CC4=CC=CC=C4C=3C2(C)C)C=1Cl
16040-69-0,ClC1C=C2C3NC(=NC4=NC(=NC5NC(=NC6=NC(=N3)C3C=C(Cl)C=CC=36)C3C=C(Cl)C=CC=35)C3C=C(Cl)C=CC=34)C2=CC=1
115258-10-1,C[Si](C)(C)O[Si](CCCNC(=O)C=C)(O[Si](C)(C)C)O[Si](C)(C)C
2550-26-7,CC(=O)CCC1C=CC=CC=1
106-79-6,COC(=O)CCCCCCCCC(=O)OC
688-74-4,CCCCOB(OCCCC)OCCCC
10191-41-0,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
682-01-9,CCCO[Si](OCCC)(OCCC)OCCC
4245-76-5,CNC(=N)N[N+]([O-])=O
89-41-8,COC1=CC=C(C=C1[N+]([O-])=O)C(O)=O
18172-67-3,CC1(C)C2CC1CCC2=C
88938-51-6,CC(=O)NC1C=C(C(=CC=1N=NC1C(Br)=CC(=CC=1[N+]([O-])=O)[N+]([O-])=O)OC)N(CC(=O)OC)CC(=O)OC
61847-48-1,COC(=O)C1C=CC(=CC=1N=NC1=C(O)C(=CC2C=CC=CC=21)C(=O)NC1=CC=CC=C1OC)C(=O)NC1=CC(Cl)=CC=C1Cl
213967-55-6,CN1CN(CC2C=CC=CC=2)CN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O
623-84-7,CC(=O)OCC(C)OC(C)=O
119313-12-1,CN(C)C(CC1C=CC=CC=1)(CC)C(=O)C1C=CC(=CC=1)N1CCOCC1
120128-90-7,C[N+](C)(CC([O-])=O)CCCNC=O
161599-46-8,CC1OC(C(OC(C)=O)C1OC(C)=O)N1C=C(F)C(N)=NC1=O
27689-12-9,CC(C)(C1C=CC(=CC=1)OCCCOC(=O)C(C)=C)C1C=CC(=CC=1)OCCCOC(=O)C(C)=C
86168-95-8,CC(C)(C)CC(C)(C)NC1N=C2N=C(N=1)N(CCCCCCN(C1CC(C)(C)NC(C)(C)C1)C1N=C(NC(C)(C)CC(C)(C)C)N=C(N=1)N(CCCCCCN2C1CC(C)(C)NC(C)(C)C1)C1CC(C)(C)NC(C)(C)C1)C1CC(C)(C)NC(C)(C)C1
78521-39-8,CC1=CC=C(C=C1)S(=O)(=O)NCCCCCC(O)=O
124-28-7,CCCCCCCCCCCCCCCCCCN(C)C
77-62-3,CC1C=C(CC2C=C(C)C=C(C=2O)C2(C)CCCCC2)C(O)=C(C=1)C1(C)CCCCC1
77017-20-0,CC(=O)OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC12C
7786-67-6,CC1CCC(C(O)C1)C(C)=C
15993-42-7,CC(=O)C(N=NC1=CC=C(C=C1OC)[N+]([O-])=O)C(=O)NC1=CC(Cl)=CC=C1OC
75-98-9,CC(C)(C)C(O)=O
71868-10-5,CSC1C=CC(=CC=1)C(=O)C(C)(C)N1CCOCC1
1047637-37-5,CC(CCl)OP(=O)(OC(C)CCl)OCC(COP(=O)(OC(C)CCl)OC(C)CCl)(CCl)CCl
31274-51-8,C1=CC(=CC=C1C1N=C(N=C(N=1)C1C=CC(=CC=1)C1C=CC=CC=1)C1C=CC(=CC=1)C1C=CC=CC=1)C1C=CC=CC=1
19370-86-6,OC(=O)CCCCCCCCC(O)=O
2343-89-7,COC(=O)C(=C)F
111687-36-6,OC(=O)N(CC(O)=O)CCCN(C(O)=O)C(O)=O
83929-47-9,COC(=O)C1C=CC(=CC=1[N+]([O-])=O)C(=O)NC1C=C(Cl)C=CC=1Cl
93839-21-5,NC(=O)C1C=CC(=CC=1)NC(=O)C1C=CC(=CC=1)[N+]([O-])=O
33125-90-5,CC12CCC3C(CC(Cl)C4=CC(=O)CCC43C)C1CCC2(OC(C)=O)C(C)=O
244021-01-0,CC(ON1C(C)(CC(=O)C(C)C1(C)CC)CC)C1C=CC=CC=1
88-44-8,CC1C=C(C(N)=CC=1)S(O)(=O)=O
84731-55-5,CC(C)CCCCCCCCCCCCCCC(O)=O
103121-85-3,C[N+]1(CCCC1)CC1CSC2C(N)C(=O)N2C=1C(O)=O
223398-24-1,CC(=O)C1C=C[N+](C)=CC=1
121-86-8,CC1=CC=C(C=C1Cl)[N+]([O-])=O
61792-09-4,OP(O)(=O)CN(CCN(CP(O)(O)=O)CP(O)(O)=O)CCN(CP(O)(O)=O)CP(O)(O)=O
252285-60-2,CCOC1C=CC(=CC=1)C1N=C(N=C(N=1)C1C=CC=CC=1O)C1C=CC=CC=1
104-66-5,C(COC1C=CC=CC=1)OC1C=CC=CC=1
13007-85-7,OCC(O)C(O)C(O)C(O)C(O)C(O)=O
135043-68-4,OC(=O)CCCCCNC1N=C(NCCCCCC(O)=O)N=C(NCCCCCC(O)=O)N=1
52636-67-6,C1COCCN1
216698-07-6,CC(=O)OC1=CC=C(C=C1C1C(=O)OC2C=CC(=CC=21)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C
103015-84-5,NC1=CC(Cl)=C(C=C1Cl)OC(F)(F)C(F)C(F)(F)F
834-12-8,CCNC1N=C(NC(C)C)N=C(N=1)SC
652-67-5,OC1COC2C1OCC2O
18063-03-1,NC(=O)C1C(F)=CC=CC=1F
122-00-9,CC1C=CC(=CC=1)C(C)=O
