CASRN,SMILES
306-94-5,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
112-18-5,CCCCCCCCCCCCN(C)C
108-32-7,CC1COC(=O)O1
12003-38-2,[F-].[F-].[Mg++].[Mg++].[Mg++].[K+].O=[Al+].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O
7319-16-6,COC=CC
72901-31-6,CCCCCCCC\C=C\CCCCCCCCNC(=O)CCCCCCC\C=C/CCCCCCCC
109884-54-0,CC(C)CCCC(C)CCCCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCCCCC(C)CCCC(C)C
18742-02-4,BrCCC1OCCO1
1447712-18-6,CCCC1CC=C(C)C(=O)C1
1052075-57-6,CCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCOCCOC(=O)C(C)=C
1071-93-8,NNC(=O)CCCCC(=O)NN
119851-28-4,CC(=O)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1
39903-01-0,NC1=C(O)C=C(Br)C=N1
1231728-34-9,[Sn++].CC(CC([O-])=O)CC(C)(C)C.CC(CC([O-])=O)CC(C)(C)C
507448-65-9,CCOC(=O)\C=C(/NC)C(F)(F)F
7439-98-7,[Mo]
7782-91-4,[H+].[H+].O=[Mo--](=O)(=O)=O
5488-51-7,C[C@]12CC[C@@H]3C(=CC=C4CC5(CC[C@@]34C)OCCO5)[C@@H]1CC[C@@H]2C1(C)OCCO1
95-73-8,CC1=CC=C(Cl)C=C1Cl
10309-37-2,CC(C)=CCC[C@@](C)(C=C)\C=C\C1=CC=C(O)C=C1
97-36-9,CC(=O)CC(=O)NC1=CC=C(C)C=C1C
7439-96-5,[Mn]
1927-95-3,CC(=O)OC1=CC=C(Br)C=C1
10543-57-4,CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O
10420-33-4,COC(=O)CC(C(C)=O)C(=O)OC
99-08-1,CC1=CC(=CC=C1)[N+]([O-])=O
22094-93-5,CC(=O)C(N=NC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(C=C1Cl)N=NC(C(C)=O)C(=O)NC1=CC=C(C)C=C1C)C(=O)NC1=CC=C(C)C=C1C
497-19-8,[Na+].[Na+].[O-]C([O-])=O
187393-00-6,CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OCC(CC)CCCC)C=C1O)C1=CC=C(OC)C=C1
149-57-5,CCCCC(CC)C(O)=O
31837-42-0,CC(=O)C(N=NC1=CC=CC=C1C(O)=O)C(=O)NC1=CC2=C(NC(=O)N2)C=C1
70280-68-1,C[Si](C)(C)O[Si](C)(CCCOCC(O)CO)O[Si](C)(C)C
126050-54-2,CCCCC(CC)COP1OC2=C(CC3=C(O1)C(=CC(=C3)C(C)(C)C)C(C)(C)C)C=C(C=C2C(C)(C)C)C(C)(C)C
6197-30-4,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1
745070-61-5,CC(C)(C)C(=O)NC1=CC(NC(=O)C(C)(C)C)=CC(NC(=O)C(C)(C)C)=C1
1314-61-0,[O--].[O--].[O--].[O--].[O--].[Ta+5].[Ta+5]
1378867-81-2,CC(C)[C@@H]1CCC(CCC=O)=CC1
5447-86-9,CC1(C)C2=CC=CC=C2C(=O)C2=CC=CC=C12
72681-01-7,CC(O)CC(C)CCC1=CC=CC=C1
6334-25-4,OCCN(CCO)C(=O)CCCCC(=O)N(CCO)CCO
5613-46-7,CC1=CC(=CC(C)=C1O)C(C)(C)C1=CC(C)=C(O)C(C)=C1
14689-29-3,[K+].[K+].[Zn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
873888-84-7,CC\C=C/CC(C)OC(=O)C1=C(O)C=CC=C1
106-70-7,CCCCCC(=O)OC
36097-07-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCCS
12567-73-6,CC(C)C(=O)O[Zr](OC(=O)C(C)C)(OC(=O)C(C)C)OC(=O)C(C)C
118-60-5,CCCCC(CC)COC(=O)C1=C(O)C=CC=C1
3238-40-2,OC(=O)C1=CC=C(O1)C(O)=O
73-32-5,CC[C@H](C)[C@H](N)C(O)=O
58-22-0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
51981-21-6,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CC[C@H](N(CC([O-])=O)CC([O-])=O)C([O-])=O
15245-44-0,[Pb++].[O-]C1=C(C([O-])=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
620-67-7,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
102340-61-4,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(C)=C2O1
7705-08-0,[Cl-].[Cl-].[Cl-].[Fe+3]
1354632-48-6,[Na+].[Na+].CC(=O)NC1=C(C=C(C(N)=C1)S([O-])(=O)=O)N=NC1=CC=CC(=C1)S(=O)(=O)CCOS([O-])(=O)=O
93-58-3,COC(=O)C1=CC=CC=C1
19719-28-9,OC(=O)CC1=C(Cl)C=C(Cl)C=C1
26576-46-5,CC(=O)CC(=O)NC1=CC2=C(NC(=O)N2)C=C1
185257-07-2,CC(C#N)N(CC#N)CC#N
50998-13-5,COC(=O)C1(O)CC(O)C(NC(C)=O)C(O1)C(O)C(O)CO
167374-38-1,CO\N=C(\C(=O)OC)C1=CC=CC=C1COC1=CC(C)=CC=C1C
74441-06-8,NC(=O)C1=CC=C(C=C1)N=C(O)C1=CC=C(N)C=C1
286938-65-6,CCCCCCCCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
2436-90-0,CC(CCC=C(C)C)C=C
98730-04-2,CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl
12005-21-9,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Y+3].[Y+3].[Y+3]
104-61-0,CCCCCC1CCC(=O)O1
7704-34-9,[S]
1061328-86-6,[Na+].O=C1C[N]23CC[N]45CC(=O)[O-][Fe+3]24([O-]1)([O-]C1=CC=CC=C1C3)[O-]C1=CC=CC=C1C5
121315-20-6,NC1=CC=CC(=C1)C(=O)NCCS(=O)(=O)CCOS(O)(=O)=O
1637294-12-2,CC(C)CC1=CC(C)=C(CCC=O)C=C1
256-96-2,N1C2=CC=CC=C2C=CC2=CC=CC=C12
1115-30-6,CCOC(=O)CC(C(C)=O)C(=O)OCC
6448-95-9,CC1=CC=C(C=C1N=NC1=C(O)C(=CC2=CC=CC=C12)C(=O)NC1=CC=CC=C1)[N+]([O-])=O
67014-36-2,CC1=CC2=C(NC(O)=N2)C=C1N
6331-96-0,NC1=C(C=C(Cl)C(Cl)=C1)S(O)(=O)=O
80-04-6,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1
623-53-0,CCOC(=O)OC
20846-91-7,OC(=O)C[C@H](NCCN[C@@H](CC(O)=O)C(O)=O)C(O)=O
119-84-6,O=C1CCC2=C(O1)C=CC=C2
51181-50-1,[Na+].[Fe+3].[O-]CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
112-75-4,CCCCCCCCCCCCCCN(C)C
105-99-7,CCCCOC(=O)CCCCC(=O)OCCCC
757-86-8,COC(=O)CSP(=S)(OC)OC
1592-23-0,[Ca++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O
615-16-7,OC1=NC2=CC=CC=C2N1
2873-97-4,CC(=O)CC(C)(C)NC(=O)C=C
765-12-8,C=COCCOCCOCCOC=C
2146-71-6,CCCCCCCCCCCC(=O)OC=C
790240-84-5,CC(O)C(O)=O.CCN(CC)CCCNC1=NC(NC2=CC3=C(C=C2)C(O)=C(N=NC2=CC=C4NC(=O)NC4=C2)C(=C3)S(O)(=O)=O)=NC(NCCCN(CC)CC)=N1
10163-15-2,[Na+].[Na+].[O-]P([O-])(F)=O
86-39-5,ClC1=CC=C2SC3=CC=CC=C3C(=O)C2=C1
10025-73-7,Cl[Cr](Cl)Cl
373-02-4,[Ni++].CC([O-])=O.CC([O-])=O
877399-00-3,C[C@@H](OC1=C(N)N=CC(Br)=C1)C1=C(Cl)C=CC(F)=C1Cl
23783-42-8,COCCOCCOCCOCCO
1120-24-7,CCCCCCCCCCN(C)C
103043-58-9,CCCCCC(CCC)COC(=O)CCCCC(=O)OCC(CCC)CCCCC
3753-18-2,COCC1=CC=C(C=C1)C1=CC=C(COC)C=C1
28016-00-4,[Zn++].CCCCCCCCCC1=CC2=C(C=CC=C2)C(=C1CCCCCCCCC)S([O-])(=O)=O.CCCCCCCCCC1=CC2=C(C=CC=C2)C(=C1CCCCCCCCC)S([O-])(=O)=O
129423-54-7,[Ca++].CC1=NN(C(=O)C1N=NC1=C(C=C(C)C(Cl)=C1)S([O-])(=O)=O)C1=CC=CC(=C1)S([O-])(=O)=O
107-52-8,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
95-68-1,CC1=CC(C)=C(N)C=C1
12236-64-5,CC(=O)NC1=CC=C(NC(=O)C2=CC3=CC=CC=C3C(N=NC3=CC(=CC=C3Cl)C(N)=O)=C2O)C=C1
16260-27-8,[Zn++].CCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCC([O-])=O
5343-44-2,CCCCCCCCCCCC(=O)N(CCCC)CCCC
7785-21-9,[NH4+].[Mg++].[O-]P([O-])([O-])=O
2344-80-1,C[Si](C)(C)CCl
33456-68-7,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(N)(=O)=O)C2=O
25157-64-6,O=C1NC(=O)C(N=NC2C(=O)NC(=O)NC2=O)C(=O)N1
103597-45-1,CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1
583-55-1,BrC1=C(I)C=CC=C1
2901-13-5,CCOC(=O)C(C)(C)C1=CC=CC=C1
19900-69-7,CC(C)C1=CC(CC2=CC(C(C)C)=C(N)C(=C2)C(C)C)=CC(C(C)C)=C1N
3874-54-2,FC1=CC=C(C=C1)C(=O)CCCCl
24731-73-5,CC(=O)CC(=O)NC1=CC=C(NC(=O)CC(C)=O)C=C1
134652-60-1,CC(C)[Si](OC(=O)C(C)=C)(C(C)C)C(C)C
7784-25-0,[NH4+].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
1073607-50-7,[NH4+].CC1(C)\C(=C\C=C2/CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=C(C=CC=C5)C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=C(C=CC=C1)C=C2
36687-82-8,O[C@H]([C@@H](O)C([O-])=O)C([O-])=O.C[N+](C)(C)C[C@H](O)CC(O)=O.C[N+](C)(C)C[C@H](O)CC(O)=O
99305-42-7,[H]N(C1CCC(CC2CCC(CC2)N([H])C(=O)OCCCC)CC1)C(=O)OCCCC
931-40-8,OCC1COC(=O)O1
1271172-98-5,NC1=NC(N)=NC(=[NH2+])N1.NC1=NC(N)=NC(=[NH2+])N1.[O-]P1(=O)O[Zn]OP([O-])(=O)O1
22450-96-0,[H+].CCCCN(CCCC)CCCC.O=C1[O-][B+3]2([O-]C(=O)C3=CC=CC=C3[O-]2)[O-]C2=CC=CC=C12
19592-55-3,CC12CCC3C(=CC=C4CC5(CCC34C)OCCO5)C1CCC2C1(C)OCCO1
39670-09-2,CCOCCOCCOCCOC(=O)C(C)=C
83857-96-9,CCCCC1=NC(C=O)=C(Cl)N1
17465-86-0,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
879-57-2,CCOC1=CC=CC=C1C(N)=NO
2156-97-0,CCCCCCCCCCCCOC(=O)C=C
13223-43-3,COC1=NC2=NC(N)=NN2C(OC)=C1
102-56-7,COC1=CC(N)=C(OC)C=C1
2726-73-0,CCCCCCC(O)CCCCCCCCCCCO
122-63-4,CCC(=O)OCC1=CC=CC=C1
119959-84-1,CC1=C(OC(=O)C2=CC=C(O)C=C2)C=CC(OC(=O)C2=CC=C(O)C=C2)=C1
3386-33-2,CCCCCCCCCCCCCCCCCCCl
93-70-9,CC(=O)CC(=O)NC1=C(Cl)C=CC=C1
77745-66-5,CC(C)CCCCCCCCCCOP(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C
17980-47-1,CCO[Si](CC(C)C)(OCC)OCC
183476-82-6,[H][C@@]1(OC(=O)C(OC(=O)C(CCCCCC)CCCCCCCC)=C1OC(=O)C(CCCCCC)CCCCCCCC)[C@H](COC(=O)C(CCCCCC)CCCCCCCC)OC(=O)C(CCCCCC)CCCCCCCC
12060-59-2,[Sr++].[O-][Ti]([O-])=O
3709-71-5,F\C(=C(\F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
116-16-5,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl
68418-51-9,FC1=CCC(F)(C=C1)C(=O)C1=CC=CC=C1
67786-25-8,[Na+].[Na+].[Na+].[Na+].CC(O)CN(CC(C)O)C1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=N4)N(CC(C)O)CC(C)O)C=C3)S([O-])(=O)=O)C=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1
7718-54-9,[Cl-].[Cl-].[Ni++]
474510-57-1,CC(C)(O)C(=O)C1=CC=C(CC2=CC=C(C=C2)C(=O)C(C)(C)O)C=C1
883794-93-2,C(CSSCCC[Si]12OCCN(CCO1)CCO2)C[Si]12OCCN(CCO1)CCO2
342573-75-5,CCOS([O-])(=O)=O.CCN1C=C[N+](C)=C1
94-91-7,CC(CN=CC1=CC=CC=C1O)N=CC1=CC=CC=C1O
127-09-3,[Na+].CC([O-])=O
40306-75-0,CC(=O)NC1=CC(=CC(N)=C1O)S(O)(=O)=O
899-79-6,COC1=CC2=C(C=C1)C(CCC2)=CCC1(C)C(=O)CCC1=O
302-01-2,NN
26116-57-4,Cl.[H][C@@]1(O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=NO)[C@H](C)C[C@@]1(C)O
25869-00-5,[NH4+].[Fe++].[Fe+3].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N
617-52-7,COC(=O)CC(=C)C(=O)OC
1497420-94-6,CCCCCCOC1CCC(C)(C)O1
85187-23-1,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1[N+]([O-])=O)[N+]([O-])=O
298692-41-8,CC(C)OC(=O)NP(N)(N)=O
540734-22-3,COC(=O)[C@H]1[C@H](C)C=CCC1(C)C
84-51-5,CCC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O
13770-89-3,[Ni++].NS([O-])(=O)=O.NS([O-])(=O)=O
29911-27-1,CCCOCC(C)OCC(C)O
3486-35-9,[Zn++].[O-]C([O-])=O
7440-32-6,[Ti]
142-47-2,[Na+].N[C@@H](CCC(O)=O)C([O-])=O
371771-07-2,CC1=CC(=CC=C1NC(=O)C1=CC=CC=C1\C(O)=N\C(C)(C)CS(C)=O)C(F)(C(F)(F)F)C(F)(F)F
50-89-5,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
840-65-3,COC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(=O)OC
2605-79-0,CCCCCCCCCC[N+](C)(C)[O-]
494799-38-1,COC(=O)C1=CC=C2C(=CN(C)C2=C1)C1CCCC1
26787-78-0,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
46830-22-2,[Cl-].C[N+](C)(CCOC(=O)C=C)CC1=CC=CC=C1
84632-59-7,CC(C)(C)C1=CC=C(C=C1)C1=C2C(=O)NC(=C2C(=O)N1)C1=CC=C(C=C1)C(C)(C)C
52793-11-0,COC1=CC=C(Cl)C=C1NC(=O)CC(C)=O
110-83-8,C1CCC=CC1
1313-27-5,O=[Mo](=O)=O
1333481-90-5,O[C@H]1C[C@H](O)O[C@H](CCN2C(=O)C3=CC=CC=C3C2=O)C1
112-69-6,CCCCCCCCCCCCCCCCN(C)C
1003859-14-0,FC(F)CNCC1=CC=C(Cl)N=C1
14078-41-2,COC1=CC(=C(O)C(=C1)C(C)(C)C)C1=C(O)C(=CC(OC)=C1)C(C)(C)C
11120-22-2,[Pb+4].[O-][Si]([O-])=O.[O-][Si]([O-])=O
105194-34-1,ClC1=CC=C(C=C1)C1=C2C(=O)NC(=C2C(=O)N1)C1=CC=C(C=C1)C1=CC=CC=C1
6471-50-7,CC1=C(NC(=O)C2=C(O)C(N=NC3=C(C=C(Cl)C=C3)[N+]([O-])=O)=C3C=CC=CC3=C2)C=CC=C1
224785-90-4,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1
33908-66-6,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Na+].[Sb+5]
19224-29-4,CC(=O)OCCOC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCCOC(C)=O)C=C1
87010-29-5,OCCCN1CCOC1=O
13709-38-1,F[La](F)F
49564-57-0,CNS(=O)(=O)C1=C(C)C=C(N)C(OC)=C1
56-89-3,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
2162-74-5,CC(C)C1=CC=CC(C(C)C)=C1N=C=NC1=C(C=CC=C1C(C)C)C(C)C
69184-17-4,COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl
302-23-8,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
75-26-3,CC(C)Br
68584-22-5,"CCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:16,18,t:14,lp:11:2,13:2,14:2,m:10:18.19.20,LN:5:1.7|"
63187-91-7,CC(C)C1CCC(C)CC11OCC(CO)O1
13708-85-5,[Na+].[Na+].[O-]P([O-])=O
114772-54-2,BrCC1=CC=C(C=C1)C1=CC=CC=C1C#N
22174-70-5,CCCCC(CC)COCOCC(CC)CCCC
60-35-5,CC(N)=O
67-51-6,CC1=CC(C)=NN1
546-93-0,[Mg++].[O-]C([O-])=O
7398-69-8,[Cl-].C[N+](C)(CC=C)CC=C
1193-24-4,OC1=CC(O)=NC=N1
26401-35-4,CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C
12012-35-0,[Cr]#C[Cr]C#[Cr]
1393708-17-2,CCN(CC)C(=O)C1=C[N+](CCCS([O-])(=O)=O)=CC=C1
14543-49-8,COCC=CCCCC=C
5698-98-6,[Mg++].[O-]C(=O)C=C.[O-]C(=O)C=C
10109-95-2,OC(=O)C1=CC(NC2=CC=CC=C2)=C(C=C1NC1=CC=CC=C1)C(O)=O
68390-97-6,"CCCCCCCCCCCCCCCCN(C)C |lp:16:1,LN:15:1.3|"
84632-50-8,O=C1NC(=C2C(=O)NC(=C12)C1=CC(=CC=C1)C#N)C1=CC=CC(=C1)C#N
2976-74-1,OC(=O)COC1=C(Cl)C(Cl)=CC=C1
111-34-2,CCCCOC=C
12069-69-1,O[Cu]OC(=O)O[Cu]O
13772-29-7,[Zr+4].OP([O-])([O-])=O.OP([O-])([O-])=O
7440-36-0,[Sb]
131513-00-3,C=CC(=O)OCCCCOC(=O)OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
126-57-8,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC
3349-36-8,CCCCO[Sn](CCCC)(CCCC)OCCCC
297730-93-9,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
107898-54-4,CC(O)C(C)(C)C=CC1CC=C(C)C1(C)C
3081-14-9,CC(C)CCC(C)NC1=CC=C(NC(C)CCC(C)C)C=C1
14221-01-3,[Pd].C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
143-24-8,COCCOCCOCCOCCOC
89392-03-0,COC1=CC(OC)=NC(NC(=O)OC2=CC=CC=C2)=N1
2687-96-9,CCCCCCCCCCCCN1CCCC1=O
12225-18-2,COC1=CC(Cl)=C(OC)C=C1NC(=O)C(N=NC1=CC(OC)=C(C=C1OC)S(=O)(=O)NC1=CC=CC=C1)C(C)=O
3520-72-7,CC1=C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC2=C(C)NN(C2=O)C2=CC=CC=C2)C(=O)N(N1)C1=CC=CC=C1
5372-81-6,COC(=O)C1=CC=C(C(=O)OC)C(N)=C1
6615-00-5,C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O
1333488-95-1,COC(=O)C(=C\C1=C2OC(F)(F)OC2=CC=C1)\C#N
109293-98-3,[Na+].CC(=NNC(=O)NC1=CC(F)=CC(F)=C1)C1=NC=CC=C1C([O-])=O
54326-11-3,[H]O[H].CCCCCCCCCCCCCCCCCC(=O)O[AlH]OC(=O)C1=CC=CC=C1
70750-63-9,[Cu++].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[O-]S(=O)(=O)C1=CC=C2C3=NC4=NC(=NC5=C6C=CC=CC6=C([N-]5)N=C5N=C(N=C([N-]3)C2=C1)C1=CC=CC=C51)C1=CC=CC=C41
72-18-4,CC(C)[C@H](N)C(O)=O
42399-49-5,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2NC(=O)[C@@H]1O
13501-76-3,CCO[Si](C)(CCCCl)OCC
6358-37-8,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(C)=O)C(=O)NC1=CC=C(C)C=C1)C(=O)NC1=CC=C(C)C=C1
1006-23-1,NC1=NC(N)=C(N=O)C(N)=N1
70210-05-8,[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)NC1=C2C(O)=C(N=NC3=C(OC4=C(C)C=CC=C4)C=C(OC4=C(C)C=CC=C4)C=C3)C(=CC2=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O
629-11-8,OCCCCCCO
494-19-9,C1CC2=CC=CC=C2NC2=CC=CC=C12
7474-78-4,NC1=CC=C(C=C1N)S(O)(=O)=O
34432-92-3,CCN(CCOC(C)OCC(C)C)C1=CC=C(C=C1)N=NC1=CC=CC=C1
115895-09-5,CCCCCCCCCCCCCCCCOC(=O)OC1=C(Cl)C=C(C=C1Cl)C(=O)OCC
119895-68-0,FC1(F)OC2=CC=CC(C=O)=C2O1
5398-29-8,NC(=N)SCCC(O)=O
21643-42-5,CCCCCCCCCCCCCCOC(=O)C=C
62899-75-6,CCN(C1CCCCC1)C(Cl)=O
914918-26-6,COC(=O)C1=C(OC(=O)C2=CC3=CC=C(OC(=O)OCCCCOC(=O)C=C)C=C3C=C2)C=CC(OC(=O)C2=CC3=CC=C(OC(=O)OCCCCOC(=O)C=C)C=C3C=C2)=C1
474754-93-3,CCCCCCCCC(CCCCCC)C(=O)NC1=CC(C)=CC=C1O
2149581-44-0,CC(=C)C(=O)OCCOCCOC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
38083-17-9,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1
94233-07-5,[NH4+].[NH4+].[Mn--].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
45021-77-0,[Cl-].C[N+](C)(C)CCCNC(=O)C=C
141645-16-1,CCCCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC(=C2)[N+]([O-])=O
64131-85-7,[O-][N+](=O)C1=CC=C(OP(=S)(OC2=CC=C(C=C2)[N+]([O-])=O)OC2=CC=C(C=C2)[N+]([O-])=O)C=C1
73-22-3,N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
76318-69-9,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)CC[C@]12C
35123-06-9,CC(O)C(=O)N(C)C
120298-38-6,CC1CC(NC(C)=O)C2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O
379268-96-9,CCCCCCCCC(CCCCCC)C(=O)OCC(=O)NC1=CC=C(C=C1)C1=NN2N=C(C(Cl)=C2N1)C(C)(C)C
1271488-66-4,CCCCC[C@H]1[C@@H](CCC1=O)C(=O)OC
2402-79-1,ClC1=CC(Cl)=C(Cl)N=C1Cl
144702-27-2,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C#N
3101-60-8,CC(C)(C)C1=CC=C(OCC2CO2)C=C1
1472-93-1,COC(=O)CCCCCCCCCCCCCCCCC(=O)OC
35501-23-6,CCCCN(CCCC)C[Si](OCC)(OCC)OCC
7784-22-7,[Al+3].[H]P([H])([O-])=O.[H]P([H])([O-])=O.[H]P([H])([O-])=O
632-79-1,BrC1=C2C(=O)OC(=O)C2=C(Br)C(Br)=C1Br
355-02-2,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
5165-97-9,[Na+].CC(C)(CS([O-])(=O)=O)NC(=O)C=C
59673-82-4,COC(=O)C1=C(N)C=C(C=C1)C(=O)NC1=CC(Cl)=CC=C1Cl
5895-46-5,[Nd+3].[Nd+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O
727678-39-9,CCCCOCCCN1C(=NC2=CC=CC=C2S1(=O)=O)C(N1C(=O)OC(C)(C)C1=O)C(=O)NC1=CC(=CC=C1SCC(CC)CCCC)C(C)(C)C
162691-59-0,CCOC(C)OC(C)(C=C)C#CC1(O)C(C)=C2OC(C)OC2CC1(C)C
1467668-33-2,CCCCCC(C)(CC)C(=O)OOC(C)(C)CC(C)O
131-57-7,COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1
